Task,Start,Finish,Cores
27.5,2022-03-22 02:10:00.667268,2022-03-22 02:12:36.667268,2
27.5,2022-03-22 02:12:36.667268,2022-03-22 02:15:12.667268,1
27.5,2022-03-22 02:15:12.667268,2022-03-22 02:17:51.667268,2
32,2022-03-22 02:15:16.680005,2022-03-22 02:28:36.455461,2
33,2022-03-22 02:15:19.899712,2022-03-22 02:28:40.423874,2
34,2022-03-22 02:15:23.078191,2022-03-22 02:28:43.393874,2
35,2022-03-22 02:15:26.209022,2022-03-22 02:28:44.370262,2
36,2022-03-22 02:15:29.539788,2022-03-22 02:28:48.426529,2
37,2022-03-22 02:15:32.694536,2022-03-22 02:28:55.554806,2
-1,2022-03-22 02:15:32.765502,2022-03-22 02:15:33.766728,8
-1,2022-03-22 02:16:10.801848,2022-03-22 02:16:11.803052,8
-1,2022-03-22 02:16:46.838767,2022-03-22 02:16:47.839976,8
-1,2022-03-22 02:17:19.869822,2022-03-22 02:17:20.871018,8
-1,2022-03-22 02:17:53.901828,2022-03-22 02:17:54.903058,8
-1,2022-03-22 02:18:31.940863,2022-03-22 02:18:32.942063,8
-1,2022-03-22 02:19:09.945828,2022-03-22 02:19:10.947020,8
-1,2022-03-22 02:19:46.983745,2022-03-22 02:19:47.984956,8
-1,2022-03-22 02:20:31.025884,2022-03-22 02:20:32.026907,8
-1,2022-03-22 02:21:14.061813,2022-03-22 02:21:15.063013,8
-1,2022-03-22 02:21:54.101820,2022-03-22 02:21:55.103081,8
28.5,2022-03-22 02:08:39.111364,2022-03-22 02:09:21.111364,1
28.5,2022-03-22 02:09:21.111364,2022-03-22 02:09:56.111364,2
28.5,2022-03-22 02:09:56.111364,2022-03-22 02:10:30.111364,1
28.5,2022-03-22 02:10:30.111364,2022-03-22 02:11:03.111364,2
28.5,2022-03-22 02:11:03.111364,2022-03-22 02:11:35.111364,1
28.5,2022-03-22 02:11:35.111364,2022-03-22 02:14:22.111364,2
28.5,2022-03-22 02:14:22.111364,2022-03-22 02:16:58.111364,1
28.5,2022-03-22 02:16:58.111364,2022-03-22 02:19:32.111364,2
28.5,2022-03-22 02:19:32.111364,2022-03-22 02:22:10.111364,1
28.5,2022-03-22 02:22:10.111364,2022-03-22 02:24:48.111364,2
29.5,2022-03-22 02:08:42.376243,2022-03-22 02:09:20.376243,1
29.5,2022-03-22 02:09:20.376243,2022-03-22 02:09:52.376243,2
29.5,2022-03-22 02:09:52.376243,2022-03-22 02:10:24.376243,1
29.5,2022-03-22 02:10:24.376243,2022-03-22 02:10:56.376243,2
29.5,2022-03-22 02:10:56.376243,2022-03-22 02:11:28.376243,1
29.5,2022-03-22 02:11:28.376243,2022-03-22 02:14:15.376243,2
29.5,2022-03-22 02:14:15.376243,2022-03-22 02:16:51.376243,1
29.5,2022-03-22 02:16:51.376243,2022-03-22 02:19:26.376243,2
29.5,2022-03-22 02:19:26.376243,2022-03-22 02:22:03.376243,1
29.5,2022-03-22 02:22:03.376243,2022-03-22 02:24:40.376243,2
38,2022-03-22 02:22:11.418769,2022-03-22 02:35:33.500319,2
39,2022-03-22 02:22:14.821769,2022-03-22 02:35:27.931447,2
-1,2022-03-22 02:22:32.137886,2022-03-22 02:22:33.139115,8
-1,2022-03-22 02:23:11.177842,2022-03-22 02:23:12.179061,8
-1,2022-03-22 02:23:48.213841,2022-03-22 02:23:49.215048,8
-1,2022-03-22 02:24:31.253837,2022-03-22 02:24:32.255071,8
-1,2022-03-22 02:25:13.293806,2022-03-22 02:25:14.295001,8
-1,2022-03-22 02:25:58.337837,2022-03-22 02:25:59.339046,8
-1,2022-03-22 02:26:31.369834,2022-03-22 02:26:32.371055,8
-1,2022-03-22 02:27:11.409827,2022-03-22 02:27:12.411039,8
-1,2022-03-22 02:27:50.449797,2022-03-22 02:27:51.450992,8
30.5,2022-03-22 02:14:48.359409,2022-03-22 02:15:26.359409,1
30.5,2022-03-22 02:15:26.359409,2022-03-22 02:15:58.359409,2
30.5,2022-03-22 02:15:58.359409,2022-03-22 02:16:30.359409,1
30.5,2022-03-22 02:16:30.359409,2022-03-22 02:17:02.359409,2
30.5,2022-03-22 02:17:02.359409,2022-03-22 02:17:34.359409,1
30.5,2022-03-22 02:17:34.359409,2022-03-22 02:20:21.359409,2
30.5,2022-03-22 02:20:21.359409,2022-03-22 02:23:00.359409,1
30.5,2022-03-22 02:23:00.359409,2022-03-22 02:25:36.359409,2
30.5,2022-03-22 02:25:36.359409,2022-03-22 02:28:13.359409,1
30.5,2022-03-22 02:28:13.359409,2022-03-22 02:30:51.359409,2
31.5,2022-03-22 02:14:52.385015,2022-03-22 02:15:31.385015,1
31.5,2022-03-22 02:15:31.385015,2022-03-22 02:16:03.385015,2
31.5,2022-03-22 02:16:03.385015,2022-03-22 02:16:35.385015,1
31.5,2022-03-22 02:16:35.385015,2022-03-22 02:17:07.385015,2
31.5,2022-03-22 02:17:07.385015,2022-03-22 02:17:39.385015,1
31.5,2022-03-22 02:17:39.385015,2022-03-22 02:20:26.385015,2
31.5,2022-03-22 02:20:26.385015,2022-03-22 02:23:05.385015,1
31.5,2022-03-22 02:23:05.385015,2022-03-22 02:25:41.385015,2
31.5,2022-03-22 02:25:41.385015,2022-03-22 02:28:17.385015,1
31.5,2022-03-22 02:28:17.385015,2022-03-22 02:30:53.385015,2
40,2022-03-22 02:28:23.862056,2022-03-22 02:41:46.559825,2
41,2022-03-22 02:28:27.255828,2022-03-22 02:41:49.063217,2
-1,2022-03-22 02:28:35.453843,2022-03-22 02:28:36.455080,8
32.5,2022-03-22 02:15:16.680005,2022-03-22 02:15:54.680005,1
32.5,2022-03-22 02:15:54.680005,2022-03-22 02:16:26.680005,2
32.5,2022-03-22 02:16:26.680005,2022-03-22 02:16:58.680005,1
32.5,2022-03-22 02:16:58.680005,2022-03-22 02:17:30.680005,2
32.5,2022-03-22 02:17:30.680005,2022-03-22 02:18:02.680005,1
32.5,2022-03-22 02:18:02.680005,2022-03-22 02:20:50.680005,2
32.5,2022-03-22 02:20:50.680005,2022-03-22 02:23:28.680005,1
32.5,2022-03-22 02:23:28.680005,2022-03-22 02:26:04.680005,2
32.5,2022-03-22 02:26:04.680005,2022-03-22 02:28:40.680005,1
32.5,2022-03-22 02:28:40.680005,2022-03-22 02:31:16.680005,2
33.5,2022-03-22 02:15:19.899712,2022-03-22 02:15:58.899712,1
33.5,2022-03-22 02:15:58.899712,2022-03-22 02:16:30.899712,2
33.5,2022-03-22 02:16:30.899712,2022-03-22 02:17:02.899712,1
33.5,2022-03-22 02:17:02.899712,2022-03-22 02:17:34.899712,2
33.5,2022-03-22 02:17:34.899712,2022-03-22 02:18:06.899712,1
33.5,2022-03-22 02:18:06.899712,2022-03-22 02:20:52.899712,2
33.5,2022-03-22 02:20:52.899712,2022-03-22 02:23:28.899712,1
33.5,2022-03-22 02:23:28.899712,2022-03-22 02:26:06.899712,2
33.5,2022-03-22 02:26:06.899712,2022-03-22 02:28:44.899712,1
33.5,2022-03-22 02:28:44.899712,2022-03-22 02:31:22.899712,2
34.5,2022-03-22 02:15:23.078191,2022-03-22 02:16:05.078191,1
34.5,2022-03-22 02:16:05.078191,2022-03-22 02:16:38.078191,2
34.5,2022-03-22 02:16:38.078191,2022-03-22 02:17:10.078191,1
34.5,2022-03-22 02:17:10.078191,2022-03-22 02:17:42.078191,2
34.5,2022-03-22 02:17:42.078191,2022-03-22 02:18:14.078191,1
34.5,2022-03-22 02:18:14.078191,2022-03-22 02:21:03.078191,2
34.5,2022-03-22 02:21:03.078191,2022-03-22 02:23:42.078191,1
34.5,2022-03-22 02:23:42.078191,2022-03-22 02:26:18.078191,2
34.5,2022-03-22 02:26:18.078191,2022-03-22 02:28:54.078191,1
34.5,2022-03-22 02:28:54.078191,2022-03-22 02:31:30.078191,2
35.5,2022-03-22 02:15:26.209022,2022-03-22 02:16:05.209022,1
35.5,2022-03-22 02:16:05.209022,2022-03-22 02:16:38.209022,2
35.5,2022-03-22 02:16:38.209022,2022-03-22 02:17:10.209022,1
35.5,2022-03-22 02:17:10.209022,2022-03-22 02:17:42.209022,2
35.5,2022-03-22 02:17:42.209022,2022-03-22 02:18:14.209022,1
35.5,2022-03-22 02:18:14.209022,2022-03-22 02:21:02.209022,2
35.5,2022-03-22 02:21:02.209022,2022-03-22 02:23:40.209022,1
35.5,2022-03-22 02:23:40.209022,2022-03-22 02:26:16.209022,2
35.5,2022-03-22 02:26:16.209022,2022-03-22 02:28:52.209022,1
35.5,2022-03-22 02:28:52.209022,2022-03-22 02:31:28.209022,2
36.5,2022-03-22 02:15:29.539788,2022-03-22 02:16:07.539788,1
36.5,2022-03-22 02:16:07.539788,2022-03-22 02:16:38.539788,2
36.5,2022-03-22 02:16:38.539788,2022-03-22 02:17:10.539788,1
36.5,2022-03-22 02:17:10.539788,2022-03-22 02:17:42.539788,2
36.5,2022-03-22 02:17:42.539788,2022-03-22 02:18:14.539788,1
36.5,2022-03-22 02:18:14.539788,2022-03-22 02:21:01.539788,2
36.5,2022-03-22 02:21:01.539788,2022-03-22 02:23:37.539788,1
36.5,2022-03-22 02:23:37.539788,2022-03-22 02:26:13.539788,2
36.5,2022-03-22 02:26:13.539788,2022-03-22 02:28:50.539788,1
36.5,2022-03-22 02:28:50.539788,2022-03-22 02:31:27.539788,2
37.5,2022-03-22 02:15:32.694536,2022-03-22 02:16:13.694536,1
37.5,2022-03-22 02:16:13.694536,2022-03-22 02:16:49.694536,2
37.5,2022-03-22 02:16:49.694536,2022-03-22 02:17:23.694536,1
37.5,2022-03-22 02:17:23.694536,2022-03-22 02:17:57.694536,2
37.5,2022-03-22 02:17:57.694536,2022-03-22 02:18:31.694536,1
37.5,2022-03-22 02:18:31.694536,2022-03-22 02:21:18.694536,2
37.5,2022-03-22 02:21:18.694536,2022-03-22 02:23:55.694536,1
37.5,2022-03-22 02:23:55.694536,2022-03-22 02:26:33.694536,2
37.5,2022-03-22 02:26:33.694536,2022-03-22 02:29:12.694536,1
37.5,2022-03-22 02:29:12.694536,2022-03-22 02:31:50.694536,2
42,2022-03-22 02:29:08.268840,2022-03-22 02:42:31.065468,2
43,2022-03-22 02:29:11.525165,2022-03-22 02:42:28.951546,2
44,2022-03-22 02:29:14.722318,2022-03-22 02:42:37.807566,2
45,2022-03-22 02:29:18.127251,2022-03-22 02:42:37.030532,2
46,2022-03-22 02:29:21.355314,2022-03-22 02:42:39.356530,2
47,2022-03-22 02:29:24.685030,2022-03-22 02:42:43.688088,2
-1,2022-03-22 02:29:24.741591,2022-03-22 02:29:25.742858,8
-1,2022-03-22 02:30:10.785788,2022-03-22 02:30:11.787023,8
-1,2022-03-22 02:30:52.828667,2022-03-22 02:30:53.829924,8
-1,2022-03-22 02:31:27.861801,2022-03-22 02:31:28.863039,8
-1,2022-03-22 02:32:07.901771,2022-03-22 02:32:08.902988,8
-1,2022-03-22 02:32:49.941768,2022-03-22 02:32:50.943003,8
-1,2022-03-22 02:33:32.957814,2022-03-22 02:33:33.959030,8
-1,2022-03-22 02:34:19.001776,2022-03-22 02:34:20.002996,8
-1,2022-03-22 02:34:58.041667,2022-03-22 02:34:59.042875,8
39.5,2022-03-22 02:22:14.821769,2022-03-22 02:22:56.821769,1
39.5,2022-03-22 02:22:56.821769,2022-03-22 02:23:32.821769,2
39.5,2022-03-22 02:23:32.821769,2022-03-22 02:24:07.821769,1
39.5,2022-03-22 02:24:07.821769,2022-03-22 02:24:42.821769,2
39.5,2022-03-22 02:24:42.821769,2022-03-22 02:25:17.821769,1
39.5,2022-03-22 02:25:17.821769,2022-03-22 02:28:04.821769,2
39.5,2022-03-22 02:28:04.821769,2022-03-22 02:30:41.821769,1
39.5,2022-03-22 02:30:41.821769,2022-03-22 02:33:14.821769,2
39.5,2022-03-22 02:33:14.821769,2022-03-22 02:35:50.821769,1
39.5,2022-03-22 02:35:50.821769,2022-03-22 02:38:26.821769,2
-1,2022-03-22 02:35:31.073773,2022-03-22 02:35:32.074988,8
38.5,2022-03-22 02:22:11.418769,2022-03-22 02:22:54.418769,1
38.5,2022-03-22 02:22:54.418769,2022-03-22 02:23:29.418769,2
38.5,2022-03-22 02:23:29.418769,2022-03-22 02:24:03.418769,1
38.5,2022-03-22 02:24:03.418769,2022-03-22 02:24:37.418769,2
38.5,2022-03-22 02:24:37.418769,2022-03-22 02:25:11.418769,1
38.5,2022-03-22 02:25:11.418769,2022-03-22 02:28:00.418769,2
38.5,2022-03-22 02:28:00.418769,2022-03-22 02:30:40.418769,1
38.5,2022-03-22 02:30:40.418769,2022-03-22 02:33:15.418769,2
38.5,2022-03-22 02:33:15.418769,2022-03-22 02:35:52.418769,1
38.5,2022-03-22 02:35:52.418769,2022-03-22 02:38:29.418769,2
48,2022-03-22 02:35:46.360260,2022-03-22 02:49:01.136171,2
49,2022-03-22 02:35:49.783672,2022-03-22 02:49:08.235891,2
-1,2022-03-22 02:36:04.085837,2022-03-22 02:36:05.087096,8
-1,2022-03-22 02:36:45.127879,2022-03-22 02:36:46.129096,8
-1,2022-03-22 02:37:23.165801,2022-03-22 02:37:24.166890,8
-1,2022-03-22 02:38:02.205495,2022-03-22 02:38:03.206720,8
-1,2022-03-22 02:38:45.249330,2022-03-22 02:38:46.250554,8
-1,2022-03-22 02:39:32.297190,2022-03-22 02:39:33.297875,8
-1,2022-03-22 02:40:08.329772,2022-03-22 02:40:09.330996,8
-1,2022-03-22 02:40:51.369821,2022-03-22 02:40:52.371049,8
-1,2022-03-22 02:41:35.414629,2022-03-22 02:41:36.415863,8
40.5,2022-03-22 02:28:23.862056,2022-03-22 02:29:05.862056,1
40.5,2022-03-22 02:29:05.862056,2022-03-22 02:29:39.862056,2
40.5,2022-03-22 02:29:39.862056,2022-03-22 02:30:13.862056,1
40.5,2022-03-22 02:30:13.862056,2022-03-22 02:30:47.862056,2
40.5,2022-03-22 02:30:47.862056,2022-03-22 02:31:21.862056,1
40.5,2022-03-22 02:31:21.862056,2022-03-22 02:34:08.862056,2
40.5,2022-03-22 02:34:08.862056,2022-03-22 02:36:47.862056,1
40.5,2022-03-22 02:36:47.862056,2022-03-22 02:39:23.862056,2
40.5,2022-03-22 02:39:23.862056,2022-03-22 02:42:01.862056,1
40.5,2022-03-22 02:42:01.862056,2022-03-22 02:44:39.862056,2
41.5,2022-03-22 02:28:27.255828,2022-03-22 02:29:05.255828,1
41.5,2022-03-22 02:29:05.255828,2022-03-22 02:29:36.255828,2
41.5,2022-03-22 02:29:36.255828,2022-03-22 02:30:09.255828,1
41.5,2022-03-22 02:30:09.255828,2022-03-22 02:30:42.255828,2
41.5,2022-03-22 02:30:42.255828,2022-03-22 02:31:14.255828,1
41.5,2022-03-22 02:31:14.255828,2022-03-22 02:34:02.255828,2
41.5,2022-03-22 02:34:02.255828,2022-03-22 02:36:41.255828,1
41.5,2022-03-22 02:36:41.255828,2022-03-22 02:39:18.255828,2
41.5,2022-03-22 02:39:18.255828,2022-03-22 02:41:55.255828,1
41.5,2022-03-22 02:41:55.255828,2022-03-22 02:44:32.255828,2
50,2022-03-22 02:42:01.875183,2022-03-22 02:55:19.389331,2
51,2022-03-22 02:42:05.321726,2022-03-22 02:55:28.561544,2
-1,2022-03-22 02:42:16.456525,2022-03-22 02:42:17.457893,8
43.5,2022-03-22 02:29:11.525165,2022-03-22 02:29:49.525165,1
43.5,2022-03-22 02:29:49.525165,2022-03-22 02:30:22.525165,2
43.5,2022-03-22 02:30:22.525165,2022-03-22 02:30:54.525165,1
43.5,2022-03-22 02:30:54.525165,2022-03-22 02:31:26.525165,2
43.5,2022-03-22 02:31:26.525165,2022-03-22 02:31:58.525165,1
43.5,2022-03-22 02:31:58.525165,2022-03-22 02:34:45.525165,2
43.5,2022-03-22 02:34:45.525165,2022-03-22 02:37:23.525165,1
43.5,2022-03-22 02:37:23.525165,2022-03-22 02:39:58.525165,2
43.5,2022-03-22 02:39:58.525165,2022-03-22 02:42:34.525165,1
43.5,2022-03-22 02:42:34.525165,2022-03-22 02:45:11.525165,2
42.5,2022-03-22 02:29:08.268840,2022-03-22 02:29:47.268840,1
42.5,2022-03-22 02:29:47.268840,2022-03-22 02:30:19.268840,2
42.5,2022-03-22 02:30:19.268840,2022-03-22 02:30:52.268840,1
42.5,2022-03-22 02:30:52.268840,2022-03-22 02:31:24.268840,2
42.5,2022-03-22 02:31:24.268840,2022-03-22 02:31:56.268840,1
42.5,2022-03-22 02:31:56.268840,2022-03-22 02:34:43.268840,2
42.5,2022-03-22 02:34:43.268840,2022-03-22 02:37:21.268840,1
42.5,2022-03-22 02:37:21.268840,2022-03-22 02:39:58.268840,2
42.5,2022-03-22 02:39:58.268840,2022-03-22 02:42:36.268840,1
42.5,2022-03-22 02:42:36.268840,2022-03-22 02:45:14.268840,2
45.5,2022-03-22 02:29:18.127251,2022-03-22 02:29:56.127251,1
45.5,2022-03-22 02:29:56.127251,2022-03-22 02:30:29.127251,2
45.5,2022-03-22 02:30:29.127251,2022-03-22 02:31:01.127251,1
45.5,2022-03-22 02:31:01.127251,2022-03-22 02:31:33.127251,2
45.5,2022-03-22 02:31:33.127251,2022-03-22 02:32:05.127251,1
45.5,2022-03-22 02:32:05.127251,2022-03-22 02:34:51.127251,2
45.5,2022-03-22 02:34:51.127251,2022-03-22 02:37:27.127251,1
45.5,2022-03-22 02:37:27.127251,2022-03-22 02:40:04.127251,2
45.5,2022-03-22 02:40:04.127251,2022-03-22 02:42:42.127251,1
45.5,2022-03-22 02:42:42.127251,2022-03-22 02:45:19.127251,2
44.5,2022-03-22 02:29:14.722318,2022-03-22 02:29:52.722318,1
44.5,2022-03-22 02:29:52.722318,2022-03-22 02:30:24.722318,2
44.5,2022-03-22 02:30:24.722318,2022-03-22 02:30:57.722318,1
44.5,2022-03-22 02:30:57.722318,2022-03-22 02:31:29.722318,2
44.5,2022-03-22 02:31:29.722318,2022-03-22 02:32:01.722318,1
44.5,2022-03-22 02:32:01.722318,2022-03-22 02:34:49.722318,2
44.5,2022-03-22 02:34:49.722318,2022-03-22 02:37:28.722318,1
44.5,2022-03-22 02:37:28.722318,2022-03-22 02:40:05.722318,2
44.5,2022-03-22 02:40:05.722318,2022-03-22 02:42:42.722318,1
44.5,2022-03-22 02:42:42.722318,2022-03-22 02:45:19.722318,2
46.5,2022-03-22 02:29:21.355314,2022-03-22 02:30:00.355314,1
46.5,2022-03-22 02:30:00.355314,2022-03-22 02:30:33.355314,2
46.5,2022-03-22 02:30:33.355314,2022-03-22 02:31:05.355314,1
46.5,2022-03-22 02:31:05.355314,2022-03-22 02:31:37.355314,2
46.5,2022-03-22 02:31:37.355314,2022-03-22 02:32:09.355314,1
46.5,2022-03-22 02:32:09.355314,2022-03-22 02:34:55.355314,2
46.5,2022-03-22 02:34:55.355314,2022-03-22 02:37:31.355314,1
46.5,2022-03-22 02:37:31.355314,2022-03-22 02:40:08.355314,2
46.5,2022-03-22 02:40:08.355314,2022-03-22 02:42:46.355314,1
46.5,2022-03-22 02:42:46.355314,2022-03-22 02:45:23.355314,2
47.5,2022-03-22 02:29:24.685030,2022-03-22 02:30:02.685030,1
47.5,2022-03-22 02:30:02.685030,2022-03-22 02:30:34.685030,2
47.5,2022-03-22 02:30:34.685030,2022-03-22 02:31:06.685030,1
47.5,2022-03-22 02:31:06.685030,2022-03-22 02:31:38.685030,2
47.5,2022-03-22 02:31:38.685030,2022-03-22 02:32:10.685030,1
47.5,2022-03-22 02:32:10.685030,2022-03-22 02:34:57.685030,2
47.5,2022-03-22 02:34:57.685030,2022-03-22 02:37:37.685030,1
47.5,2022-03-22 02:37:37.685030,2022-03-22 02:40:13.685030,2
47.5,2022-03-22 02:40:13.685030,2022-03-22 02:42:50.685030,1
47.5,2022-03-22 02:42:50.685030,2022-03-22 02:45:26.685030,2
-1,2022-03-22 02:42:53.494790,2022-03-22 02:42:54.496100,8
52,2022-03-22 02:42:56.406458,2022-03-22 02:56:15.193932,2
53,2022-03-22 02:42:59.713047,2022-03-22 02:56:15.321864,2
54,2022-03-22 02:43:03.028349,2022-03-22 02:56:22.557563,2
55,2022-03-22 02:43:06.317121,2022-03-22 02:56:29.212415,2
56,2022-03-22 02:43:09.576935,2022-03-22 02:56:31.118902,2
57,2022-03-22 02:43:12.965249,2022-03-22 02:56:29.212004,2
-1,2022-03-22 02:43:40.542794,2022-03-22 02:43:41.544092,8
-1,2022-03-22 02:44:20.581792,2022-03-22 02:44:21.583040,8
-1,2022-03-22 02:45:03.621776,2022-03-22 02:45:04.623043,8
-1,2022-03-22 02:45:46.661778,2022-03-22 02:45:47.663053,8
-1,2022-03-22 02:46:23.697790,2022-03-22 02:46:24.699041,8
-1,2022-03-22 02:47:10.741781,2022-03-22 02:47:11.743037,8
-1,2022-03-22 02:47:45.761785,2022-03-22 02:47:46.763042,8
-1,2022-03-22 02:48:23.800665,2022-03-22 02:48:24.801922,8
-1,2022-03-22 02:48:56.834551,2022-03-22 02:48:57.835807,8
48.5,2022-03-22 02:35:46.360260,2022-03-22 02:36:24.360260,1
48.5,2022-03-22 02:36:24.360260,2022-03-22 02:36:56.360260,2
48.5,2022-03-22 02:36:56.360260,2022-03-22 02:37:28.360260,1
48.5,2022-03-22 02:37:28.360260,2022-03-22 02:38:00.360260,2
48.5,2022-03-22 02:38:00.360260,2022-03-22 02:38:32.360260,1
48.5,2022-03-22 02:38:32.360260,2022-03-22 02:41:18.360260,2
48.5,2022-03-22 02:41:18.360260,2022-03-22 02:43:55.360260,1
48.5,2022-03-22 02:43:55.360260,2022-03-22 02:46:30.360260,2
48.5,2022-03-22 02:46:30.360260,2022-03-22 02:49:06.360260,1
48.5,2022-03-22 02:49:06.360260,2022-03-22 02:51:42.360260,2
49.5,2022-03-22 02:35:49.783672,2022-03-22 02:36:28.783672,1
49.5,2022-03-22 02:36:28.783672,2022-03-22 02:37:02.783672,2
49.5,2022-03-22 02:37:02.783672,2022-03-22 02:37:34.783672,1
49.5,2022-03-22 02:37:34.783672,2022-03-22 02:38:06.783672,2
49.5,2022-03-22 02:38:06.783672,2022-03-22 02:38:38.783672,1
49.5,2022-03-22 02:38:38.783672,2022-03-22 02:41:25.783672,2
49.5,2022-03-22 02:41:25.783672,2022-03-22 02:44:01.783672,1
49.5,2022-03-22 02:44:01.783672,2022-03-22 02:46:36.783672,2
49.5,2022-03-22 02:46:36.783672,2022-03-22 02:49:14.783672,1
49.5,2022-03-22 02:49:14.783672,2022-03-22 02:51:52.783672,2
58,2022-03-22 02:49:21.194478,2022-03-22 03:02:42.216320,2
59,2022-03-22 02:49:24.400352,2022-03-22 03:02:43.653247,2
-1,2022-03-22 02:49:36.861815,2022-03-22 02:49:37.863126,8
-1,2022-03-22 02:50:19.869775,2022-03-22 02:50:20.871026,8
-1,2022-03-22 02:50:56.905814,2022-03-22 02:50:57.907083,8
-1,2022-03-22 02:51:32.941807,2022-03-22 02:51:33.943066,8
-1,2022-03-22 02:52:17.987717,2022-03-22 02:52:18.989014,8
-1,2022-03-22 02:53:07.037624,2022-03-22 02:53:08.038904,8
-1,2022-03-22 02:53:50.077796,2022-03-22 02:53:51.079084,8
-1,2022-03-22 02:54:28.116721,2022-03-22 02:54:29.117980,8
-1,2022-03-22 02:55:06.153799,2022-03-22 02:55:07.155079,8
50.5,2022-03-22 02:42:01.875183,2022-03-22 02:42:40.875183,1
50.5,2022-03-22 02:42:40.875183,2022-03-22 02:43:13.875183,2
50.5,2022-03-22 02:43:13.875183,2022-03-22 02:43:45.875183,1
50.5,2022-03-22 02:43:45.875183,2022-03-22 02:44:17.875183,2
50.5,2022-03-22 02:44:17.875183,2022-03-22 02:44:49.875183,1
50.5,2022-03-22 02:44:49.875183,2022-03-22 02:47:34.875183,2
50.5,2022-03-22 02:47:34.875183,2022-03-22 02:50:11.875183,1
50.5,2022-03-22 02:50:11.875183,2022-03-22 02:52:47.875183,2
50.5,2022-03-22 02:52:47.875183,2022-03-22 02:55:25.875183,1
50.5,2022-03-22 02:55:25.875183,2022-03-22 02:58:03.875183,2
51.5,2022-03-22 02:42:05.321726,2022-03-22 02:42:43.321726,1
51.5,2022-03-22 02:42:43.321726,2022-03-22 02:43:15.321726,2
51.5,2022-03-22 02:43:15.321726,2022-03-22 02:43:47.321726,1
51.5,2022-03-22 02:43:47.321726,2022-03-22 02:44:19.321726,2
51.5,2022-03-22 02:44:19.321726,2022-03-22 02:44:51.321726,1
51.5,2022-03-22 02:44:51.321726,2022-03-22 02:47:38.321726,2
51.5,2022-03-22 02:47:38.321726,2022-03-22 02:50:18.321726,1
51.5,2022-03-22 02:50:18.321726,2022-03-22 02:52:54.321726,2
51.5,2022-03-22 02:52:54.321726,2022-03-22 02:55:31.321726,1
51.5,2022-03-22 02:55:31.321726,2022-03-22 02:58:09.321726,2
60,2022-03-22 02:55:41.570806,2022-03-22 03:08:57.758187,2
61,2022-03-22 02:55:45.093378,2022-03-22 03:09:03.699279,2
-1,2022-03-22 02:55:45.165936,2022-03-22 02:55:46.167263,8
52.5,2022-03-22 02:42:56.406458,2022-03-22 02:43:35.406458,1
52.5,2022-03-22 02:43:35.406458,2022-03-22 02:44:07.406458,2
52.5,2022-03-22 02:44:07.406458,2022-03-22 02:44:39.406458,1
52.5,2022-03-22 02:44:39.406458,2022-03-22 02:45:11.406458,2
52.5,2022-03-22 02:45:11.406458,2022-03-22 02:45:43.406458,1
52.5,2022-03-22 02:45:43.406458,2022-03-22 02:48:28.406458,2
52.5,2022-03-22 02:48:28.406458,2022-03-22 02:51:04.406458,1
52.5,2022-03-22 02:51:04.406458,2022-03-22 02:53:41.406458,2
52.5,2022-03-22 02:53:41.406458,2022-03-22 02:56:19.406458,1
52.5,2022-03-22 02:56:19.406458,2022-03-22 02:58:57.406458,2
53.5,2022-03-22 02:42:59.713047,2022-03-22 02:43:37.713047,1
53.5,2022-03-22 02:43:37.713047,2022-03-22 02:44:08.713047,2
53.5,2022-03-22 02:44:08.713047,2022-03-22 02:44:40.713047,1
53.5,2022-03-22 02:44:40.713047,2022-03-22 02:45:12.713047,2
53.5,2022-03-22 02:45:12.713047,2022-03-22 02:45:44.713047,1
53.5,2022-03-22 02:45:44.713047,2022-03-22 02:48:31.713047,2
53.5,2022-03-22 02:48:31.713047,2022-03-22 02:51:07.713047,1
53.5,2022-03-22 02:51:07.713047,2022-03-22 02:53:43.713047,2
53.5,2022-03-22 02:53:43.713047,2022-03-22 02:56:19.713047,1
53.5,2022-03-22 02:56:19.713047,2022-03-22 02:58:56.713047,2
54.5,2022-03-22 02:43:03.028349,2022-03-22 02:43:42.028349,1
54.5,2022-03-22 02:43:42.028349,2022-03-22 02:44:13.028349,2
54.5,2022-03-22 02:44:13.028349,2022-03-22 02:44:45.028349,1
54.5,2022-03-22 02:44:45.028349,2022-03-22 02:45:17.028349,2
54.5,2022-03-22 02:45:17.028349,2022-03-22 02:45:49.028349,1
54.5,2022-03-22 02:45:49.028349,2022-03-22 02:48:37.028349,2
54.5,2022-03-22 02:48:37.028349,2022-03-22 02:51:15.028349,1
54.5,2022-03-22 02:51:15.028349,2022-03-22 02:53:51.028349,2
54.5,2022-03-22 02:53:51.028349,2022-03-22 02:56:28.028349,1
54.5,2022-03-22 02:56:28.028349,2022-03-22 02:59:05.028349,2
-1,2022-03-22 02:56:28.209856,2022-03-22 02:56:29.211185,8
57.5,2022-03-22 02:43:12.965249,2022-03-22 02:43:51.965249,1
57.5,2022-03-22 02:43:51.965249,2022-03-22 02:44:24.965249,2
57.5,2022-03-22 02:44:24.965249,2022-03-22 02:44:55.965249,1
57.5,2022-03-22 02:44:55.965249,2022-03-22 02:45:27.965249,2
57.5,2022-03-22 02:45:27.965249,2022-03-22 02:45:59.965249,1
57.5,2022-03-22 02:45:59.965249,2022-03-22 02:48:46.965249,2
