Task,Start,Finish,Cores,RequestId
10,2022-03-31 20:29:32.508737,2022-03-31 20:32:37.856297,6,10
8.5,2022-03-31 20:22:05.455389,2022-03-31 20:24:43.455389,1,
8.5,2022-03-31 20:24:43.455389,2022-03-31 20:27:20.455389,2,
8.5,2022-03-31 20:27:20.455389,2022-03-31 20:29:57.455389,1,
8.5,2022-03-31 20:29:57.455389,2022-03-31 20:32:34.455389,2,
8.5,2022-03-31 20:32:34.455389,2022-03-31 20:35:11.455389,1,
8.5,2022-03-31 20:35:11.455389,2022-03-31 20:37:37.455389,2,
8.5,2022-03-31 20:37:37.455389,2022-03-31 20:39:14.455389,1,
8.5,2022-03-31 20:39:14.455389,2022-03-31 20:40:50.455389,2,
8.5,2022-03-31 20:40:50.455389,2022-03-31 20:42:25.455389,1,
8.5,2022-03-31 20:42:25.455389,2022-03-31 20:44:01.455389,2,
8.5,2022-03-31 20:44:01.455389,2022-03-31 20:45:48.455389,1,
8.5,2022-03-31 20:45:48.455389,2022-03-31 20:47:24.455389,2,
8.5,2022-03-31 20:47:24.455389,2022-03-31 20:49:00.455389,1,
8.5,2022-03-31 20:49:00.455389,2022-03-31 20:50:36.455389,2,
8.5,2022-03-31 20:50:36.455389,2022-03-31 20:52:13.455389,1,
11,2022-03-31 20:29:59.482517,2022-03-31 20:32:56.864439,8,11
12,2022-03-31 20:30:02.255684,2022-03-31 20:32:47.869730,2,12
-1,2022-03-31 20:30:02.338339,2022-03-31 20:30:03.339522,8,30
-1,2022-03-31 20:30:53.389788,2022-03-31 20:30:54.390938,8,31
-1,2022-03-31 20:31:33.430730,2022-03-31 20:31:34.431857,8,32
-1,2022-03-31 20:32:09.433835,2022-03-31 20:32:10.434992,8,33
10.5,2022-03-31 20:29:32.508737,2022-03-31 20:32:10.508737,1,
10.5,2022-03-31 20:32:10.508737,2022-03-31 20:34:46.508737,2,
10.5,2022-03-31 20:34:46.508737,2022-03-31 20:37:22.508737,1,
10.5,2022-03-31 20:37:22.508737,2022-03-31 20:39:58.508737,2,
10.5,2022-03-31 20:39:58.508737,2022-03-31 20:42:33.508737,1,
10.5,2022-03-31 20:42:33.508737,2022-03-31 20:45:10.508737,2,
10.5,2022-03-31 20:45:10.508737,2022-03-31 20:47:44.508737,1,
10.5,2022-03-31 20:47:44.508737,2022-03-31 20:50:18.508737,2,
10.5,2022-03-31 20:50:18.508737,2022-03-31 20:52:54.508737,1,
10.5,2022-03-31 20:52:54.508737,2022-03-31 20:54:29.508737,2,
10.5,2022-03-31 20:54:29.508737,2022-03-31 20:57:05.508737,1,
10.5,2022-03-31 20:57:05.508737,2022-03-31 20:59:38.508737,2,
10.5,2022-03-31 20:59:38.508737,2022-03-31 21:02:11.508737,1,
10.5,2022-03-31 21:02:11.508737,2022-03-31 21:03:47.508737,2,
10.5,2022-03-31 21:03:47.508737,2022-03-31 21:05:22.508737,1,
12,2022-03-31 20:32:47.869740,2022-03-31 20:39:02.449053,8,12
-1,2022-03-31 20:32:50.445860,2022-03-31 20:32:51.447032,8,34
11.5,2022-03-31 20:29:59.482517,2022-03-31 20:31:44.482517,1,
11.5,2022-03-31 20:31:44.482517,2022-03-31 20:33:22.482517,2,
11.5,2022-03-31 20:33:22.482517,2022-03-31 20:34:59.482517,1,
11.5,2022-03-31 20:34:59.482517,2022-03-31 20:36:35.482517,2,
11.5,2022-03-31 20:36:35.482517,2022-03-31 20:38:10.482517,1,
11.5,2022-03-31 20:38:10.482517,2022-03-31 20:40:47.482517,2,
11.5,2022-03-31 20:40:47.482517,2022-03-31 20:43:22.482517,1,
11.5,2022-03-31 20:43:22.482517,2022-03-31 20:45:56.482517,2,
11.5,2022-03-31 20:45:56.482517,2022-03-31 20:47:42.482517,1,
11.5,2022-03-31 20:47:42.482517,2022-03-31 20:49:19.482517,2,
13,2022-03-31 20:33:09.545495,2022-03-31 20:39:12.461782,2,13
14,2022-03-31 20:33:12.845132,2022-03-31 20:39:12.461928,2,14
15,2022-03-31 20:33:15.940225,2022-03-31 20:43:36.980800,2,15
16,2022-03-31 20:33:19.120772,2022-03-31 20:43:49.676122,2,16
-1,2022-03-31 20:33:25.481824,2022-03-31 20:33:26.483020,8,35
-1,2022-03-31 20:34:14.529779,2022-03-31 20:34:15.530925,8,36
-1,2022-03-31 20:34:58.573770,2022-03-31 20:34:59.574924,8,37
-1,2022-03-31 20:35:52.628664,2022-03-31 20:35:53.629806,8,38
-1,2022-03-31 20:36:35.661773,2022-03-31 20:36:36.662935,8,39
