Task,Start,Finish,Cores,RequestId
-1,2022-03-31 15:42:00.029511,2022-03-31 15:42:00.029520,8,0
0,2022-03-31 15:42:02.433746,2022-03-31 15:43:43.370805,16,0
-1,2022-03-31 15:42:39.473842,2022-03-31 15:42:39.473854,8,1
-1,2022-03-31 15:43:28.728575,2022-03-31 15:43:28.728589,8,2
0.5,2022-03-31 15:42:02.433746,2022-03-31 15:42:41.433746,1,
0.5,2022-03-31 15:42:41.433746,2022-03-31 15:43:17.433746,2,
0.5,2022-03-31 15:43:17.433746,2022-03-31 15:43:54.433746,1,
0.5,2022-03-31 15:43:54.433746,2022-03-31 15:44:39.433746,2,
0.5,2022-03-31 15:44:39.433746,2022-03-31 15:45:35.433746,1,
0.5,2022-03-31 15:45:35.433746,2022-03-31 15:46:14.433746,2,
0.5,2022-03-31 15:46:14.433746,2022-03-31 15:46:46.433746,1,
0.5,2022-03-31 15:46:46.433746,2022-03-31 15:47:19.433746,2,
0.5,2022-03-31 15:47:19.433746,2022-03-31 15:48:03.433746,1,
0.5,2022-03-31 15:48:03.433746,2022-03-31 15:49:00.433746,2,
0.5,2022-03-31 15:49:00.433746,2022-03-31 15:49:39.433746,1,
0.5,2022-03-31 15:49:39.433746,2022-03-31 15:50:10.433746,2,
0.5,2022-03-31 15:50:10.433746,2022-03-31 15:50:43.433746,1,
0.5,2022-03-31 15:50:43.433746,2022-03-31 15:51:24.433746,2,
0.5,2022-03-31 15:51:24.433746,2022-03-31 15:52:17.433746,1,
0.5,2022-03-31 15:52:17.433746,2022-03-31 15:52:57.433746,2,
0.5,2022-03-31 15:52:57.433746,2022-03-31 15:53:29.433746,1,
0.5,2022-03-31 15:53:29.433746,2022-03-31 15:54:01.433746,2,
0.5,2022-03-31 15:54:01.433746,2022-03-31 15:54:33.433746,1,
0.5,2022-03-31 15:54:33.433746,2022-03-31 15:55:05.433746,2,
0.5,2022-03-31 15:55:05.433746,2022-03-31 15:55:30.433746,1,
0.5,2022-03-31 15:55:30.433746,2022-03-31 15:55:48.433746,2,
0.5,2022-03-31 15:55:48.433746,2022-03-31 15:56:06.433746,1,
0.5,2022-03-31 15:56:06.433746,2022-03-31 15:56:24.433746,2,
0.5,2022-03-31 15:56:24.433746,2022-03-31 15:56:42.433746,1,
1,2022-03-31 15:43:55.912894,2022-03-31 15:46:57.352639,8,1
2,2022-03-31 15:43:58.847120,2022-03-31 15:47:01.672712,8,2
-1,2022-03-31 15:44:08.125853,2022-03-31 15:44:08.125876,8,3
-1,2022-03-31 15:44:49.801796,2022-03-31 15:44:49.801819,8,4
-1,2022-03-31 15:45:24.385803,2022-03-31 15:45:24.385827,8,5
-1,2022-03-31 15:46:01.509818,2022-03-31 15:46:01.509852,8,6
-1,2022-03-31 15:46:35.237796,2022-03-31 15:46:35.237828,8,7
1.5,2022-03-31 15:43:55.912894,2022-03-31 15:44:38.912894,1,
1.5,2022-03-31 15:44:38.912894,2022-03-31 15:45:16.912894,2,
1.5,2022-03-31 15:45:16.912894,2022-03-31 15:46:03.912894,1,
1.5,2022-03-31 15:46:03.912894,2022-03-31 15:47:00.912894,2,
1.5,2022-03-31 15:47:00.912894,2022-03-31 15:48:03.912894,1,
