Model,Policy,Tensorflow,Container,Inter_Parallelism_Request,Intra_Parallelism_Request,Inter_Parallelism_Initial,Intra_Parallelism_Initial,Start_Request,Execution_Start,Execution_Finish,Reassigment_1,Reassigment_1_Inter,Reassigment_1_Intra,Reassigment_2,Reassigment_2_Inter,Reassigment_2_Intra,Update_Request_1,Update_Attention_1,Update_Attention_1_Inter,Update_Attention_1_Intra,Pause_Start_1,Pause_Finish_1,Reassigment_Count,Pause_Count,Update_Count,Request_id,Execution_Time,First_Execution_Time,Wait_Time
keras_example_resnet,strict,original,0,1,7,1,7,2021-12-15 01:40:46.394517,2021-12-15 01:40:49.920085,2021-12-15 01:43:35.546841,,,,,,,,,,,,,0,0,0,0,165.626756,3.525568,3.525568
keras_example_resnet,strict,original,1,1,7,1,7,2021-12-15 01:41:07.413449,2021-12-15 01:41:11.305785,2021-12-15 01:43:57.561771,,,,,,,,,,,,,0,0,0,1,166.255986,3.892336,3.892336
keras_example_resnet,strict,original,2,1,7,1,7,2021-12-15 01:41:28.433441,2021-12-15 01:43:48.607665,2021-12-15 01:46:35.707933,,,,,,,,,,,,,0,0,0,2,167.100268,140.174224,140.174224
keras_example_resnet,strict,original,3,1,7,1,7,2021-12-15 01:41:49.441457,2021-12-15 01:44:10.609904,2021-12-15 01:46:56.124083,,,,,,,,,,,,,0,0,0,3,165.514179,141.168447,141.168447
keras_example_resnet,strict,original,4,1,7,1,7,2021-12-15 01:42:10.462760,2021-12-15 01:46:48.711350,2021-12-15 01:49:35.290428,,,,,,,,,,,,,0,0,0,4,166.579078,278.24859,278.24859
keras_example_resnet,strict,original,5,1,7,1,7,2021-12-15 01:42:31.484100,2021-12-15 01:47:09.207571,2021-12-15 01:49:53.559537,,,,,,,,,,,,,0,0,0,5,164.351966,277.723471,277.723471
keras_example_resnet,strict,original,6,1,7,1,7,2021-12-15 01:42:52.505416,2021-12-15 01:49:48.369375,2021-12-15 01:52:33.528515,,,,,,,,,,,,,0,0,0,6,165.15914,415.863959,415.863959
keras_example_resnet,strict,original,7,1,7,1,7,2021-12-15 01:43:13.525380,2021-12-15 01:50:06.624284,2021-12-15 01:52:51.216298,,,,,,,,,,,,,0,0,0,7,164.592014,413.098904,413.098904
keras_example_resnet,strict,original,8,1,7,1,7,2021-12-15 01:43:34.545406,2021-12-15 01:52:46.562644,2021-12-15 01:55:32.302081,,,,,,,,,,,,,0,0,0,8,165.739437,552.017238,552.017238
keras_example_resnet,strict,original,9,1,7,1,7,2021-12-15 01:43:55.565462,2021-12-15 01:53:04.259152,2021-12-15 01:55:52.525878,,,,,,,,,,,,,0,0,0,9,168.266726,548.69369,548.69369
keras_example_resnet,strict,original,10,1,7,1,7,2021-12-15 01:44:16.585424,2021-12-15 01:55:45.001250,2021-12-15 01:58:29.223180,,,,,,,,,,,,,0,0,0,10,164.22193,688.415826,688.415826
keras_example_resnet,strict,original,11,1,7,1,7,2021-12-15 01:44:37.605381,2021-12-15 01:56:05.257670,2021-12-15 01:58:49.360914,,,,,,,,,,,,,0,0,0,11,164.103244,687.652289,687.652289
keras_example_resnet,strict,original,12,1,7,1,7,2021-12-15 01:44:58.625381,2021-12-15 01:58:41.856979,2021-12-15 02:01:31.528695,,,,,,,,,,,,,0,0,0,12,169.671716,823.231598,823.231598
keras_example_resnet,strict,original,13,1,7,1,7,2021-12-15 01:45:19.645386,2021-12-15 01:59:02.053734,2021-12-15 02:01:53.584352,,,,,,,,,,,,,0,0,0,13,171.530618,822.408348,822.408348
keras_example_resnet,strict,original,14,1,7,1,7,2021-12-15 01:45:40.665490,2021-12-15 02:01:44.114845,2021-12-15 02:04:31.182711,,,,,,,,,,,,,0,0,0,14,167.067866,963.449355,963.449355
keras_example_resnet,strict,original,15,1,7,1,7,2021-12-15 01:46:01.685379,2021-12-15 02:02:06.374827,2021-12-15 02:04:56.149822,,,,,,,,,,,,,0,0,0,15,169.774995,964.689448,964.689448
