8,fcfs,maleable,31.5 , 66.875 , 98.375 , 48.214285714285715 , 77.62803234501348 , 371.0
8,fcfs,original,32.5 , 72.375 , 104.875 , 42.857142857142854 , 78.9041095890411 , 365.0
8,fcfs,maleable,39.5 , 6.0 , 45.5 , 45.0 , 108.27067669172932 , 266.0
8,fcfs,original,64.75 , 35.75 , 100.5 , 58.92857142857143 , 79.33884297520662 , 363.0
8,fcfs,maleable,39.0 , 28.5 , 67.5 , 59.09090909090909 , 101.40845070422536 , 284.0
8,fcfs,original,38.875 , 25.625 , 64.5 , 54.54545454545455 , 98.96907216494846 , 291.0
16,fcfs,maleable,31.375 , 178.6875 , 210.0625 , 54.0 , 77.52355316285329 , 743.0
16,fcfs,original,32.6875 , 189.0 , 221.6875 , 57.0 , 79.01234567901234 , 729.0
16,fcfs,maleable,40.9375 , 50.875 , 91.8125 , 63.23529411764706 , 114.97005988023953 , 501.0
16,fcfs,original,67.0625 , 137.375 , 204.4375 , 69.79166666666667 , 83.47826086956522 , 690.0
16,fcfs,maleable,120.25 , 64.625 , 184.875 , 85.0 , 98.96907216494846 , 582.0
16,fcfs,original,62.125 , 41.625 , 103.75 , 79.296875 , 126.3157894736842 , 456.0
32,fcfs,maleable,31.4375 , 404.25 , 435.6875 , 54.6875 , 80.05559416261293 , 1439.0
32,fcfs,original,32.46875 , 427.03125 , 459.5 , 57.8125 , 80.55944055944056 , 1430.0
32,fcfs,maleable,41.625 , 142.75 , 184.375 , 73.38709677419355 , 129.58380202474692 , 889.0
32,fcfs,original,68.375 , 333.09375 , 401.46875 , 74.44444444444444 , 85.33333333333333 , 1350.0
32,fcfs,maleable,118.0 , 92.03125 , 210.03125 , 79.375 , 128.85906040268458 , 894.0
32,fcfs,original,116.8125 , 76.4375 , 193.25 , 86.20689655172414 , 134.89461358313818 , 854.0
64,fcfs,maleable,31.40625 , 733.46875 , 764.875 , 56.45161290322581 , 81.6442239546421 , 2822.0
64,fcfs,original,32.390625 , 779.15625 , 811.546875 , 56.8421052631579 , 78.98525882756256 , 2917.0
64,fcfs,maleable,45.453125 , 287.171875 , 332.625 , 73.10606060606061 , 116.12903225806451 , 1984.0
64,fcfs,original,68.40625 , 620.53125 , 688.9375 , 77.8735632183908 , 85.81005586592178 , 2685.0
64,fcfs,maleable,86.40625 , 64.140625 , 150.546875 , 84.13461538461539 , 145.63843236409608 , 1582.0
64,fcfs,original,127.125 , 103.984375 , 231.109375 , 89.77272727272727 , 138.54479855682501 , 1663.0
128,fcfs,maleable,31.3359375 , 1477.2265625 , 1508.5625 , 56.14754098360656 , 82.12439850294065 , 5611.0
128,fcfs,original,32.5546875 , 1583.4453125 , 1616.0 , 57.4468085106383 , 79.84751342921504 , 5771.0
128,fcfs,maleable,44.28125 , 580.765625 , 625.046875 , 73.8 , 121.51898734177216 , 3792.0
128,fcfs,original,69.1953125 , 1323.5 , 1392.6953125 , 79.33526011560694 , 87.00906344410876 , 5296.0
128,fcfs,maleable,128.6328125 , 208.3359375 , 336.96875 , 88.20093457943925 , 141.47988946883635 , 3257.0
128,fcfs,original,145.2890625 , 221.890625 , 367.1796875 , 89.01869158878505 , 139.7634212920837 , 3297.0
