8,strict,maleable,60.625 , 189.125 , 249.75 , 0.01340033500837521 , 597.0 , 62.0 , 60.0 , 85.0
8,strict,original,56.375 , 176.375 , 232.75 , 0.0137221269296741 , 583.0 , 58.0 , 55.0 , 73.6842105263158
8,always_attend,maleable,60.375 , 189.0 , 249.375 , 0.0136986301369863 , 584.0 , 61.0 , 60.0 , 85.0
8,always_attend,original,57.125 , 180.125 , 237.25 , 0.013888888888888888 , 576.0 , 59.0 , 55.0 , 78.94736842105263
8,max_prop,maleable,135.375 , 80.125 , 215.5 , 0.01556420233463035 , 514.0 , 180.0 , 60.0 , 83.82352941176471
8,max_prop,original,142.75 , 97.375 , 240.125 , 0.016632016632016633 , 481.0 , 176.0 , 58.0 , 79.6875
16,strict,maleable,60.5 , 388.5 , 449.0 , 0.013445378151260505 , 1190.0 , 63.0 , 59.0 , 82.05128205128206
16,strict,original,56.6875 , 362.125 , 418.8125 , 0.014084507042253521 , 1136.0 , 59.0 , 55.0 , 81.08108108108108
16,always_attend,maleable,64.75 , 427.3125 , 492.0625 , 0.012432012432012432 , 1287.0 , 120.0 , 60.0 , 85.71428571428571
16,always_attend,original,56.125 , 357.0625 , 413.1875 , 0.014678899082568808 , 1090.0 , 59.0 , 55.0 , 83.33333333333333
16,max_prop,maleable,175.4375 , 169.5 , 344.9375 , 0.018518518518518517 , 864.0 , 226.0 , 59.0 , 89.0625
16,max_prop,original,269.0 , 164.1875 , 433.1875 , 0.01791713325867861 , 893.0 , 398.0 , 59.0 , 95.6896551724138
32,strict,maleable,64.4375 , 914.3125 , 978.75 , 0.012307692307692308 , 2600.0 , 120.0 , 59.0 , 85.71428571428571
32,strict,original,56.96875 , 788.1875 , 845.15625 , 0.01432408236347359 , 2234.0 , 59.0 , 55.0 , 83.56164383561644
32,always_attend,maleable,60.8125 , 845.625 , 906.4375 , 0.013445378151260505 , 2380.0 , 64.0 , 59.0 , 84.41558441558442
32,always_attend,original,56.375 , 775.90625 , 832.28125 , 0.014375561545372867 , 2226.0 , 59.0 , 55.0 , 83.33333333333333
32,max_prop,maleable,317.84375 , 530.28125 , 848.125 , 0.016684045881126174 , 1918.0 , 429.0 , 63.0 , 90.9274193548387
32,max_prop,original,331.15625 , 427.9375 , 759.09375 , 0.018130311614730877 , 1765.0 , 396.0 , 59.0 , 94.95614035087719
64,strict,maleable,61.375 , 1657.6875 , 1719.0625 , 0.013397529830437514 , 4777.0 , 120.0 , 59.0 , 85.16129032258064
64,strict,original,56.59375 , 1522.75 , 1579.34375 , 0.01444043321299639 , 4432.0 , 60.0 , 55.0 , 85.41666666666667
64,always_attend,maleable,61.453125 , 1706.46875 , 1767.921875 , 0.013302847640823113 , 4811.0 , 121.0 , 59.0 , 86.45161290322581
64,always_attend,original,56.625 , 1520.6875 , 1577.3125 , 0.014304872597228431 , 4474.0 , 60.0 , 55.0 , 83.33333333333333
64,max_prop,maleable,371.3125 , 936.78125 , 1308.09375 , 0.017429193899782137 , 3672.0 , 457.0 , 62.0 , 93.53813559322033
64,max_prop,original,359.796875 , 829.59375 , 1189.390625 , 0.018385521401896008 , 3481.0 , 399.0 , 57.0 , 93.41517857142857
128,strict,maleable,62.96875 , 3567.3046875 , 3630.2734375 , 0.012898024989923419 , 9924.0 , 121.0 , 59.0 , 87.1875
128,strict,original,56.65625 , 3095.984375 , 3152.640625 , 0.014448583361553222 , 8859.0 , 59.0 , 55.0 , 84.61538461538461
128,always_attend,maleable,62.71875 , 3523.0546875 , 3585.7734375 , 0.013022687964187608 , 9829.0 , 120.0 , 59.0 , 86.1198738170347
128,always_attend,original,56.421875 , 3080.125 , 3136.546875 , 0.0144878324844369 , 8835.0 , 60.0 , 55.0 , 85.6140350877193
128,max_prop,maleable,395.890625 , 2093.15625 , 2489.046875 , 0.01746486560240142 , 7329.0 , 3915.0 , 60.0 , 93.40572033898304
128,max_prop,original,378.25 , 1945.15625 , 2323.40625 , 0.01842521951921693 , 6947.0 , 399.0 , 59.0 , 95.3125
