7710,72.9,2.6
7740,69.1,2.6
7770,69.6,2.6
7800,70.0,2.6
7830,1.8,2.6
7860,69.5,2.6
7890,70.0,2.6
7920,69.5,2.6
7950,70.6,2.6
7980,70.8,2.6
8010,0.4,2.6
8040,69.7,2.6
8070,68.4,2.6
8100,70.0,2.6
8130,70.9,2.6
8160,70.8,2.6
8190,0.5,2.6
8220,69.2,2.6
8250,72.6,2.6
8280,69.9,2.6
8310,69.0,2.6
8340,70.0,2.6
8370,0.1,2.6
8400,70.9,2.6
8430,70.0,2.6
8460,70.1,2.6
8490,70.6,2.6
8520,71.5,2.6
8550,1.1,2.6
8580,71.8,2.6
8610,70.3,2.6
8640,72.6,2.6
8670,71.2,2.6
8700,70.6,2.6
8730,0.6,2.6
8760,71.5,2.6
8790,68.9,2.6
8820,70.5,2.6
8850,71.0,2.6
8880,71.4,2.6
8910,0.0,2.6
8940,71.4,2.6
8970,66.6,2.6
9000,70.2,2.6
9030,69.8,2.6
9060,70.6,2.6
9090,0.0,2.6
9120,72.2,2.6
9150,67.9,2.6
9180,70.9,2.6
9210,71.7,2.6
9240,69.5,2.6
9270,0.0,2.6
9300,70.3,2.6
9330,70.8,2.6
9360,71.8,2.6
9390,71.7,2.6
9420,68.8,2.6
9450,0.1,2.6
9480,68.7,2.6
9510,69.8,2.6
9540,70.7,2.6
9570,69.6,2.6
9600,72.5,2.6
9630,0.0,2.6
9660,70.6,2.6
9690,69.0,2.6
9720,72.1,2.6
9750,72.0,2.6
9780,70.3,2.6
9810,0.0,2.6
9840,72.0,2.6
9870,68.8,2.6
9900,69.7,2.6
9930,69.6,2.6
9960,69.4,2.6
9990,0.1,2.6
10020,73.4,2.6
10050,70.7,2.6
10080,70.1,2.6
10110,69.9,2.6
10140,71.9,2.6
10170,0.0,2.6
10200,71.7,2.6
10230,71.0,2.6
10260,72.5,2.6
10290,71.5,2.6
10320,68.0,2.6
10350,0.1,2.6
10380,66.2,2.6
10410,69.7,2.6
10440,68.0,2.6
10470,71.3,2.6
10500,71.4,2.6
10530,69.0,2.6
10560,12.7,2.6
10590,68.8,2.6
10620,71.4,2.6
10650,70.4,2.6
10680,69.9,2.6
10710,70.1,2.6
10740,12.6,2.6
10770,68.8,2.6
10800,69.2,2.6
10830,68.0,2.6
10860,71.7,2.6
10890,71.7,2.6
10920,19.0,2.6
10950,69.0,2.6
10980,70.3,2.6
11010,71.5,2.6
11040,70.9,2.6
11070,69.2,2.6
11100,0.1,2.6
11130,71.6,2.6
11160,67.3,2.6
11190,68.8,2.6
11220,68.4,2.6
11250,69.2,2.6
11280,69.9,2.6
11310,12.5,2.6
11340,67.7,2.6
11370,71.4,2.6
11400,69.5,2.6
11430,70.4,2.6
11460,69.4,2.6
11490,14.4,2.6
11520,70.2,2.6
11550,68.0,2.6
11580,71.9,2.6
11610,70.6,2.6
11640,69.1,2.6
11670,35.0,2.6
11700,34.0,2.6
11730,34.5,2.6
11760,35.7,2.6
11790,34.8,2.6
11820,34.3,2.6
11850,3.6,2.6
11880,0.1,2.6
