Task,Start,Finish,Cores
43.5,2022-03-16 18:27:33.380284,2022-03-16 18:28:11.380284,1
43.5,2022-03-16 18:28:11.380284,2022-03-16 18:28:44.380284,2
43.5,2022-03-16 18:28:44.380284,2022-03-16 18:29:16.380284,1
43.5,2022-03-16 18:29:16.380284,2022-03-16 18:29:48.380284,2
43.5,2022-03-16 18:29:48.380284,2022-03-16 18:30:20.380284,1
44.5,2022-03-16 18:27:36.252502,2022-03-16 18:28:14.252502,1
44.5,2022-03-16 18:28:14.252502,2022-03-16 18:28:46.252502,2
44.5,2022-03-16 18:28:46.252502,2022-03-16 18:29:19.252502,1
44.5,2022-03-16 18:29:19.252502,2022-03-16 18:29:51.252502,2
44.5,2022-03-16 18:29:51.252502,2022-03-16 18:30:23.252502,1
45,2022-03-16 18:30:38.767494,2022-03-16 18:33:29.320855,8
46,2022-03-16 18:30:41.801097,2022-03-16 18:33:33.207677,8
-1,2022-03-16 18:30:51.115676,2022-03-16 18:30:51.115835,8
-1,2022-03-16 18:31:33.767647,2022-03-16 18:31:33.767826,8
-1,2022-03-16 18:32:14.195629,2022-03-16 18:32:14.195795,8
-1,2022-03-16 18:32:57.659601,2022-03-16 18:32:57.659737,8
45.5,2022-03-16 18:30:38.767494,2022-03-16 18:31:16.767494,1
45.5,2022-03-16 18:31:16.767494,2022-03-16 18:31:49.767494,2
45.5,2022-03-16 18:31:49.767494,2022-03-16 18:32:21.767494,1
45.5,2022-03-16 18:32:21.767494,2022-03-16 18:32:53.767494,2
45.5,2022-03-16 18:32:53.767494,2022-03-16 18:33:25.767494,1
46.5,2022-03-16 18:30:41.801097,2022-03-16 18:31:20.801097,1
46.5,2022-03-16 18:31:20.801097,2022-03-16 18:31:53.801097,2
46.5,2022-03-16 18:31:53.801097,2022-03-16 18:32:25.801097,1
46.5,2022-03-16 18:32:25.801097,2022-03-16 18:32:57.801097,2
46.5,2022-03-16 18:32:57.801097,2022-03-16 18:33:29.801097,1
-1,2022-03-16 18:33:35.209957,2022-03-16 18:33:35.210103,8
47,2022-03-16 18:33:45.744746,2022-03-16 18:36:35.044228,8
48,2022-03-16 18:33:48.468342,2022-03-16 18:36:36.818920,8
-1,2022-03-16 18:34:17.779665,2022-03-16 18:34:17.779840,8
-1,2022-03-16 18:34:53.819606,2022-03-16 18:34:53.819746,8
-1,2022-03-16 18:35:34.079666,2022-03-16 18:35:34.079822,8
-1,2022-03-16 18:36:13.363613,2022-03-16 18:36:13.363753,8
47.5,2022-03-16 18:33:45.744746,2022-03-16 18:34:23.744746,1
47.5,2022-03-16 18:34:23.744746,2022-03-16 18:34:55.744746,2
47.5,2022-03-16 18:34:55.744746,2022-03-16 18:35:27.744746,1
47.5,2022-03-16 18:35:27.744746,2022-03-16 18:35:59.744746,2
47.5,2022-03-16 18:35:59.744746,2022-03-16 18:36:31.744746,1
48.5,2022-03-16 18:33:48.468342,2022-03-16 18:34:26.468342,1
48.5,2022-03-16 18:34:26.468342,2022-03-16 18:34:58.468342,2
48.5,2022-03-16 18:34:58.468342,2022-03-16 18:35:30.468342,1
48.5,2022-03-16 18:35:30.468342,2022-03-16 18:36:02.468342,2
48.5,2022-03-16 18:36:02.468342,2022-03-16 18:36:34.468342,1
-1,2022-03-16 18:36:47.283713,2022-03-16 18:36:47.283886,8
49,2022-03-16 18:36:49.355573,2022-03-16 18:39:41.312407,8
50,2022-03-16 18:36:52.239673,2022-03-16 18:39:44.221354,8
-1,2022-03-16 18:37:22.871677,2022-03-16 18:37:22.871919,8
-1,2022-03-16 18:38:01.735601,2022-03-16 18:38:01.735771,8
-1,2022-03-16 18:38:50.651608,2022-03-16 18:38:50.651773,8
-1,2022-03-16 18:39:32.461866,2022-03-16 18:39:32.462029,8
49.5,2022-03-16 18:36:49.355573,2022-03-16 18:37:28.355573,1
49.5,2022-03-16 18:37:28.355573,2022-03-16 18:38:02.355573,2
49.5,2022-03-16 18:38:02.355573,2022-03-16 18:38:34.355573,1
49.5,2022-03-16 18:38:34.355573,2022-03-16 18:39:06.355573,2
49.5,2022-03-16 18:39:06.355573,2022-03-16 18:39:38.355573,1
50.5,2022-03-16 18:36:52.239673,2022-03-16 18:37:31.239673,1
50.5,2022-03-16 18:37:31.239673,2022-03-16 18:38:04.239673,2
50.5,2022-03-16 18:38:04.239673,2022-03-16 18:38:36.239673,1
50.5,2022-03-16 18:38:36.239673,2022-03-16 18:39:08.239673,2
50.5,2022-03-16 18:39:08.239673,2022-03-16 18:39:40.239673,1
51,2022-03-16 18:39:56.768440,2022-03-16 18:42:47.034191,8
52,2022-03-16 18:39:59.691108,2022-03-16 18:42:49.657954,8
-1,2022-03-16 18:40:15.139622,2022-03-16 18:40:15.139834,8
-1,2022-03-16 18:40:49.613815,2022-03-16 18:40:49.614004,8
-1,2022-03-16 18:41:29.087664,2022-03-16 18:41:29.087834,8
-1,2022-03-16 18:42:06.791579,2022-03-16 18:42:06.791748,8
51.5,2022-03-16 18:39:56.768440,2022-03-16 18:40:34.768440,1
51.5,2022-03-16 18:40:34.768440,2022-03-16 18:41:06.768440,2
51.5,2022-03-16 18:41:06.768440,2022-03-16 18:41:38.768440,1
51.5,2022-03-16 18:41:38.768440,2022-03-16 18:42:10.768440,2
51.5,2022-03-16 18:42:10.768440,2022-03-16 18:42:42.768440,1
52.5,2022-03-16 18:39:59.691108,2022-03-16 18:40:38.691108,1
52.5,2022-03-16 18:40:38.691108,2022-03-16 18:41:10.691108,2
52.5,2022-03-16 18:41:10.691108,2022-03-16 18:41:42.691108,1
52.5,2022-03-16 18:41:42.691108,2022-03-16 18:42:14.691108,2
52.5,2022-03-16 18:42:14.691108,2022-03-16 18:42:46.691108,1
53,2022-03-16 18:43:02.174053,2022-03-16 18:45:50.355990,8
54,2022-03-16 18:43:05.013069,2022-03-16 18:45:54.368857,8
53.5,2022-03-16 18:43:02.174053,2022-03-16 18:43:40.174053,1
53.5,2022-03-16 18:43:40.174053,2022-03-16 18:44:11.174053,2
53.5,2022-03-16 18:44:11.174053,2022-03-16 18:44:43.174053,1
53.5,2022-03-16 18:44:43.174053,2022-03-16 18:45:15.174053,2
53.5,2022-03-16 18:45:15.174053,2022-03-16 18:45:47.174053,1
54.5,2022-03-16 18:43:05.013069,2022-03-16 18:43:44.013069,1
54.5,2022-03-16 18:43:44.013069,2022-03-16 18:44:15.013069,2
54.5,2022-03-16 18:44:15.013069,2022-03-16 18:44:47.013069,1
54.5,2022-03-16 18:44:47.013069,2022-03-16 18:45:19.013069,2
54.5,2022-03-16 18:45:19.013069,2022-03-16 18:45:51.013069,1
55,2022-03-16 18:46:06.960199,2022-03-16 18:49:00.292281,8
56,2022-03-16 18:46:09.919775,2022-03-16 18:48:59.967365,8
56.5,2022-03-16 18:46:09.919775,2022-03-16 18:46:47.919775,1
56.5,2022-03-16 18:46:47.919775,2022-03-16 18:47:20.919775,2
56.5,2022-03-16 18:47:20.919775,2022-03-16 18:47:52.919775,1
56.5,2022-03-16 18:47:52.919775,2022-03-16 18:48:24.919775,2
56.5,2022-03-16 18:48:24.919775,2022-03-16 18:48:56.919775,1
55.5,2022-03-16 18:46:06.960199,2022-03-16 18:46:45.960199,1
55.5,2022-03-16 18:46:45.960199,2022-03-16 18:47:20.960199,2
55.5,2022-03-16 18:47:20.960199,2022-03-16 18:47:52.960199,1
55.5,2022-03-16 18:47:52.960199,2022-03-16 18:48:24.960199,2
55.5,2022-03-16 18:48:24.960199,2022-03-16 18:48:56.960199,1
57,2022-03-16 18:49:12.869211,2022-03-16 18:52:04.604906,8
58,2022-03-16 18:49:15.855731,2022-03-16 18:52:05.405494,8
57.5,2022-03-16 18:49:12.869211,2022-03-16 18:49:51.869211,1
57.5,2022-03-16 18:49:51.869211,2022-03-16 18:50:24.869211,2
57.5,2022-03-16 18:50:24.869211,2022-03-16 18:50:55.869211,1
57.5,2022-03-16 18:50:55.869211,2022-03-16 18:51:27.869211,2
57.5,2022-03-16 18:51:27.869211,2022-03-16 18:51:59.869211,1
58.5,2022-03-16 18:49:15.855731,2022-03-16 18:49:53.855731,1
58.5,2022-03-16 18:49:53.855731,2022-03-16 18:50:26.855731,2
58.5,2022-03-16 18:50:26.855731,2022-03-16 18:50:57.855731,1
58.5,2022-03-16 18:50:57.855731,2022-03-16 18:51:29.855731,2
58.5,2022-03-16 18:51:29.855731,2022-03-16 18:52:01.855731,1
59,2022-03-16 18:52:17.968938,2022-03-16 18:55:06.510181,8
60,2022-03-16 18:52:20.844883,2022-03-16 18:55:09.598438,8
59.5,2022-03-16 18:52:17.968938,2022-03-16 18:52:55.968938,1
59.5,2022-03-16 18:52:55.968938,2022-03-16 18:53:26.968938,2
59.5,2022-03-16 18:53:26.968938,2022-03-16 18:53:58.968938,1
59.5,2022-03-16 18:53:58.968938,2022-03-16 18:54:30.968938,2
59.5,2022-03-16 18:54:30.968938,2022-03-16 18:55:02.968938,1
60.5,2022-03-16 18:52:20.844883,2022-03-16 18:52:58.844883,1
60.5,2022-03-16 18:52:58.844883,2022-03-16 18:53:30.844883,2
60.5,2022-03-16 18:53:30.844883,2022-03-16 18:54:02.844883,1
60.5,2022-03-16 18:54:02.844883,2022-03-16 18:54:34.844883,2
60.5,2022-03-16 18:54:34.844883,2022-03-16 18:55:06.844883,1
61,2022-03-16 18:55:22.154534,2022-03-16 18:58:13.966954,8
62,2022-03-16 18:55:25.120055,2022-03-16 18:58:14.214810,8
61.5,2022-03-16 18:55:22.154534,2022-03-16 18:56:01.154534,1
61.5,2022-03-16 18:56:01.154534,2022-03-16 18:56:35.154534,2
61.5,2022-03-16 18:56:35.154534,2022-03-16 18:57:07.154534,1
61.5,2022-03-16 18:57:07.154534,2022-03-16 18:57:39.154534,2
61.5,2022-03-16 18:57:39.154534,2022-03-16 18:58:11.154534,1
62.5,2022-03-16 18:55:25.120055,2022-03-16 18:56:03.120055,1
62.5,2022-03-16 18:56:03.120055,2022-03-16 18:56:35.120055,2
62.5,2022-03-16 18:56:35.120055,2022-03-16 18:57:07.120055,1
62.5,2022-03-16 18:57:07.120055,2022-03-16 18:57:39.120055,2
62.5,2022-03-16 18:57:39.120055,2022-03-16 18:58:11.120055,1
63,2022-03-16 18:58:26.873603,2022-03-16 19:01:19.336898,8
64,2022-03-16 18:58:29.755271,2022-03-16 19:01:22.229563,8
63.5,2022-03-16 18:58:26.873603,2022-03-16 18:59:07.873603,1
63.5,2022-03-16 18:59:07.873603,2022-03-16 18:59:40.873603,2
63.5,2022-03-16 18:59:40.873603,2022-03-16 19:00:12.873603,1
63.5,2022-03-16 19:00:12.873603,2022-03-16 19:00:44.873603,2
63.5,2022-03-16 19:00:44.873603,2022-03-16 19:01:16.873603,1
64.5,2022-03-16 18:58:29.755271,2022-03-16 18:59:10.755271,1
64.5,2022-03-16 18:59:10.755271,2022-03-16 18:59:42.755271,2
64.5,2022-03-16 18:59:42.755271,2022-03-16 19:00:14.755271,1
64.5,2022-03-16 19:00:14.755271,2022-03-16 19:00:46.755271,2
64.5,2022-03-16 19:00:46.755271,2022-03-16 19:01:18.755271,1
65,2022-03-16 19:01:34.849569,2022-03-16 19:04:26.575021,8
66,2022-03-16 19:01:37.745175,2022-03-16 19:04:26.998983,8
65.5,2022-03-16 19:01:34.849569,2022-03-16 19:02:14.849569,1
65.5,2022-03-16 19:02:14.849569,2022-03-16 19:02:48.849569,2
65.5,2022-03-16 19:02:48.849569,2022-03-16 19:03:19.849569,1
65.5,2022-03-16 19:03:19.849569,2022-03-16 19:03:51.849569,2
65.5,2022-03-16 19:03:51.849569,2022-03-16 19:04:23.849569,1
66.5,2022-03-16 19:01:37.745175,2022-03-16 19:02:16.745175,1
66.5,2022-03-16 19:02:16.745175,2022-03-16 19:02:48.745175,2
66.5,2022-03-16 19:02:48.745175,2022-03-16 19:03:20.745175,1
66.5,2022-03-16 19:03:20.745175,2022-03-16 19:03:52.745175,2
66.5,2022-03-16 19:03:52.745175,2022-03-16 19:04:24.745175,1
67,2022-03-16 19:04:39.568438,2022-03-16 19:07:31.639564,8
68,2022-03-16 19:04:42.418253,2022-03-16 19:07:32.512177,8
67.5,2022-03-16 19:04:39.568438,2022-03-16 19:05:18.568438,1
67.5,2022-03-16 19:05:18.568438,2022-03-16 19:05:51.568438,2
67.5,2022-03-16 19:05:51.568438,2022-03-16 19:06:23.568438,1
67.5,2022-03-16 19:06:23.568438,2022-03-16 19:06:55.568438,2
67.5,2022-03-16 19:06:55.568438,2022-03-16 19:07:27.568438,1
68.5,2022-03-16 19:04:42.418253,2022-03-16 19:05:21.418253,1
68.5,2022-03-16 19:05:21.418253,2022-03-16 19:05:53.418253,2
68.5,2022-03-16 19:05:53.418253,2022-03-16 19:06:25.418253,1
68.5,2022-03-16 19:06:25.418253,2022-03-16 19:06:57.418253,2
68.5,2022-03-16 19:06:57.418253,2022-03-16 19:07:29.418253,1
69,2022-03-16 19:07:45.075752,2022-03-16 19:10:37.361290,8
70,2022-03-16 19:07:48.068704,2022-03-16 19:10:40.593438,8
69.5,2022-03-16 19:07:45.075752,2022-03-16 19:08:26.075752,1
69.5,2022-03-16 19:08:26.075752,2022-03-16 19:08:58.075752,2
69.5,2022-03-16 19:08:58.075752,2022-03-16 19:09:30.075752,1
69.5,2022-03-16 19:09:30.075752,2022-03-16 19:10:02.075752,2
69.5,2022-03-16 19:10:02.075752,2022-03-16 19:10:33.075752,1
70.5,2022-03-16 19:07:48.068704,2022-03-16 19:08:30.068704,1
70.5,2022-03-16 19:08:30.068704,2022-03-16 19:09:02.068704,2
70.5,2022-03-16 19:09:02.068704,2022-03-16 19:09:34.068704,1
70.5,2022-03-16 19:09:34.068704,2022-03-16 19:10:06.068704,2
70.5,2022-03-16 19:10:06.068704,2022-03-16 19:10:37.068704,1
71,2022-03-16 19:10:53.123312,2022-03-16 19:13:45.333525,8
72,2022-03-16 19:10:56.040018,2022-03-16 19:13:47.938590,8
71.5,2022-03-16 19:10:53.123312,2022-03-16 19:11:32.123312,1
71.5,2022-03-16 19:11:32.123312,2022-03-16 19:12:06.123312,2
71.5,2022-03-16 19:12:06.123312,2022-03-16 19:12:38.123312,1
71.5,2022-03-16 19:12:38.123312,2022-03-16 19:13:10.123312,2
71.5,2022-03-16 19:13:10.123312,2022-03-16 19:13:42.123312,1
72.5,2022-03-16 19:10:56.040018,2022-03-16 19:11:35.040018,1
72.5,2022-03-16 19:11:35.040018,2022-03-16 19:12:08.040018,2
72.5,2022-03-16 19:12:08.040018,2022-03-16 19:12:40.040018,1
72.5,2022-03-16 19:12:40.040018,2022-03-16 19:13:13.040018,2
72.5,2022-03-16 19:13:13.040018,2022-03-16 19:13:45.040018,1
73,2022-03-16 19:14:00.541723,2022-03-16 19:16:53.713732,8
74,2022-03-16 19:14:03.419508,2022-03-16 19:16:53.659956,8
74.5,2022-03-16 19:14:03.419508,2022-03-16 19:14:41.419508,1
74.5,2022-03-16 19:14:41.419508,2022-03-16 19:15:13.419508,2
74.5,2022-03-16 19:15:13.419508,2022-03-16 19:15:45.419508,1
74.5,2022-03-16 19:15:45.419508,2022-03-16 19:16:16.419508,2
74.5,2022-03-16 19:16:16.419508,2022-03-16 19:16:49.419508,1
73.5,2022-03-16 19:14:00.541723,2022-03-16 19:14:39.541723,1
73.5,2022-03-16 19:14:39.541723,2022-03-16 19:15:13.541723,2
73.5,2022-03-16 19:15:13.541723,2022-03-16 19:15:45.541723,1
73.5,2022-03-16 19:15:45.541723,2022-03-16 19:16:16.541723,2
73.5,2022-03-16 19:16:16.541723,2022-03-16 19:16:48.541723,1
75,2022-03-16 19:17:06.422559,2022-03-16 19:19:56.671383,8
76,2022-03-16 19:17:09.344707,2022-03-16 19:20:00.574049,8
75.5,2022-03-16 19:17:06.422559,2022-03-16 19:17:45.422559,1
75.5,2022-03-16 19:17:45.422559,2022-03-16 19:18:17.422559,2
75.5,2022-03-16 19:18:17.422559,2022-03-16 19:18:49.422559,1
75.5,2022-03-16 19:18:49.422559,2022-03-16 19:19:21.422559,2
75.5,2022-03-16 19:19:21.422559,2022-03-16 19:19:53.422559,1
76.5,2022-03-16 19:17:09.344707,2022-03-16 19:17:49.344707,1
76.5,2022-03-16 19:17:49.344707,2022-03-16 19:18:21.344707,2
76.5,2022-03-16 19:18:21.344707,2022-03-16 19:18:53.344707,1
76.5,2022-03-16 19:18:53.344707,2022-03-16 19:19:25.344707,2
76.5,2022-03-16 19:19:25.344707,2022-03-16 19:19:57.344707,1
77,2022-03-16 19:20:13.159955,2022-03-16 19:23:01.317555,8
78,2022-03-16 19:20:16.053725,2022-03-16 19:23:07.144517,8
77.5,2022-03-16 19:20:13.159955,2022-03-16 19:20:51.159955,1
77.5,2022-03-16 19:20:51.159955,2022-03-16 19:21:23.159955,2
77.5,2022-03-16 19:21:23.159955,2022-03-16 19:21:55.159955,1
77.5,2022-03-16 19:21:55.159955,2022-03-16 19:22:27.159955,2
77.5,2022-03-16 19:22:27.159955,2022-03-16 19:22:59.159955,1
78.5,2022-03-16 19:20:16.053725,2022-03-16 19:20:55.053725,1
78.5,2022-03-16 19:20:55.053725,2022-03-16 19:21:28.053725,2
78.5,2022-03-16 19:21:28.053725,2022-03-16 19:22:00.053725,1
78.5,2022-03-16 19:22:00.053725,2022-03-16 19:22:32.053725,2
78.5,2022-03-16 19:22:32.053725,2022-03-16 19:23:04.053725,1
79,2022-03-16 19:23:19.743598,2022-03-16 19:26:21.296613,8
80,2022-03-16 19:23:22.665189,2022-03-16 19:26:22.814808,8
79.5,2022-03-16 19:23:19.743598,2022-03-16 19:24:01.743598,1
79.5,2022-03-16 19:24:01.743598,2022-03-16 19:24:37.743598,2
79.5,2022-03-16 19:24:37.743598,2022-03-16 19:25:11.743598,1
79.5,2022-03-16 19:25:11.743598,2022-03-16 19:25:44.743598,2
79.5,2022-03-16 19:25:44.743598,2022-03-16 19:26:17.743598,1
80.5,2022-03-16 19:23:22.665189,2022-03-16 19:24:05.665189,1
80.5,2022-03-16 19:24:05.665189,2022-03-16 19:24:39.665189,2
80.5,2022-03-16 19:24:39.665189,2022-03-16 19:25:13.665189,1
80.5,2022-03-16 19:25:13.665189,2022-03-16 19:25:46.665189,2
80.5,2022-03-16 19:25:46.665189,2022-03-16 19:26:18.665189,1
81,2022-03-16 19:26:35.340686,2022-03-16 19:29:24.568740,8
82,2022-03-16 19:26:38.052865,2022-03-16 19:29:26.916046,8
81.5,2022-03-16 19:26:35.340686,2022-03-16 19:27:13.340686,1
81.5,2022-03-16 19:27:13.340686,2022-03-16 19:27:45.340686,2
81.5,2022-03-16 19:27:45.340686,2022-03-16 19:28:17.340686,1
81.5,2022-03-16 19:28:17.340686,2022-03-16 19:28:49.340686,2
81.5,2022-03-16 19:28:49.340686,2022-03-16 19:29:21.340686,1
82.5,2022-03-16 19:26:38.052865,2022-03-16 19:27:16.052865,1
82.5,2022-03-16 19:27:16.052865,2022-03-16 19:27:48.052865,2
82.5,2022-03-16 19:27:48.052865,2022-03-16 19:28:20.052865,1
82.5,2022-03-16 19:28:20.052865,2022-03-16 19:28:52.052865,2
82.5,2022-03-16 19:28:52.052865,2022-03-16 19:29:24.052865,1
83,2022-03-16 19:29:39.462516,2022-03-16 19:32:29.523178,8
84,2022-03-16 19:29:42.339996,2022-03-16 19:32:31.694959,8
83.5,2022-03-16 19:29:39.462516,2022-03-16 19:30:18.462516,1
83.5,2022-03-16 19:30:18.462516,2022-03-16 19:30:50.462516,2
83.5,2022-03-16 19:30:50.462516,2022-03-16 19:31:22.462516,1
83.5,2022-03-16 19:31:22.462516,2022-03-16 19:31:54.462516,2
83.5,2022-03-16 19:31:54.462516,2022-03-16 19:32:26.462516,1
84.5,2022-03-16 19:29:42.339996,2022-03-16 19:30:21.339996,1
84.5,2022-03-16 19:30:21.339996,2022-03-16 19:30:53.339996,2
84.5,2022-03-16 19:30:53.339996,2022-03-16 19:31:25.339996,1
84.5,2022-03-16 19:31:25.339996,2022-03-16 19:31:57.339996,2
84.5,2022-03-16 19:31:57.339996,2022-03-16 19:32:29.339996,1
85,2022-03-16 19:32:44.279091,2022-03-16 19:35:39.190262,8
86,2022-03-16 19:32:47.221491,2022-03-16 19:35:38.290818,8
86.5,2022-03-16 19:32:47.221491,2022-03-16 19:33:27.221491,1
86.5,2022-03-16 19:33:27.221491,2022-03-16 19:33:59.221491,2
86.5,2022-03-16 19:33:59.221491,2022-03-16 19:34:31.221491,1
86.5,2022-03-16 19:34:31.221491,2022-03-16 19:35:03.221491,2
86.5,2022-03-16 19:35:03.221491,2022-03-16 19:35:35.221491,1
85.5,2022-03-16 19:32:44.279091,2022-03-16 19:33:25.279091,1
85.5,2022-03-16 19:33:25.279091,2022-03-16 19:33:58.279091,2
85.5,2022-03-16 19:33:58.279091,2022-03-16 19:34:30.279091,1
85.5,2022-03-16 19:34:30.279091,2022-03-16 19:35:02.279091,2
85.5,2022-03-16 19:35:02.279091,2022-03-16 19:35:34.279091,1
87,2022-03-16 19:35:51.792092,2022-03-16 19:38:45.453237,8
88,2022-03-16 19:35:54.661409,2022-03-16 19:38:44.367791,8
88.5,2022-03-16 19:35:54.661409,2022-03-16 19:36:32.661409,1
88.5,2022-03-16 19:36:32.661409,2022-03-16 19:37:04.661409,2
88.5,2022-03-16 19:37:04.661409,2022-03-16 19:37:36.661409,1
88.5,2022-03-16 19:37:36.661409,2022-03-16 19:38:08.661409,2
88.5,2022-03-16 19:38:08.661409,2022-03-16 19:38:40.661409,1
87.5,2022-03-16 19:35:51.792092,2022-03-16 19:36:30.792092,1
87.5,2022-03-16 19:36:30.792092,2022-03-16 19:37:04.792092,2
87.5,2022-03-16 19:37:04.792092,2022-03-16 19:37:37.792092,1
87.5,2022-03-16 19:37:37.792092,2022-03-16 19:38:09.792092,2
87.5,2022-03-16 19:38:09.792092,2022-03-16 19:38:41.792092,1
89,2022-03-16 19:38:58.077820,2022-03-16 19:41:49.256753,8
90,2022-03-16 19:39:01.124407,2022-03-16 19:41:52.581091,8
89.5,2022-03-16 19:38:58.077820,2022-03-16 19:39:36.077820,1
89.5,2022-03-16 19:39:36.077820,2022-03-16 19:40:08.077820,2
89.5,2022-03-16 19:40:08.077820,2022-03-16 19:40:40.077820,1
89.5,2022-03-16 19:40:40.077820,2022-03-16 19:41:12.077820,2
89.5,2022-03-16 19:41:12.077820,2022-03-16 19:41:45.077820,1
90.5,2022-03-16 19:39:01.124407,2022-03-16 19:39:39.124407,1
90.5,2022-03-16 19:39:39.124407,2022-03-16 19:40:11.124407,2
90.5,2022-03-16 19:40:11.124407,2022-03-16 19:40:43.124407,1
90.5,2022-03-16 19:40:43.124407,2022-03-16 19:41:15.124407,2
90.5,2022-03-16 19:41:15.124407,2022-03-16 19:41:48.124407,1
91,2022-03-16 19:42:05.272106,2022-03-16 19:44:54.806277,8
92,2022-03-16 19:42:08.153266,2022-03-16 19:44:57.143321,8
91.5,2022-03-16 19:42:05.272106,2022-03-16 19:42:43.272106,1
91.5,2022-03-16 19:42:43.272106,2022-03-16 19:43:15.272106,2
91.5,2022-03-16 19:43:15.272106,2022-03-16 19:43:47.272106,1
91.5,2022-03-16 19:43:47.272106,2022-03-16 19:44:19.272106,2
91.5,2022-03-16 19:44:19.272106,2022-03-16 19:44:51.272106,1
92.5,2022-03-16 19:42:08.153266,2022-03-16 19:42:46.153266,1
92.5,2022-03-16 19:42:46.153266,2022-03-16 19:43:18.153266,2
92.5,2022-03-16 19:43:18.153266,2022-03-16 19:43:50.153266,1
92.5,2022-03-16 19:43:50.153266,2022-03-16 19:44:22.153266,2
92.5,2022-03-16 19:44:22.153266,2022-03-16 19:44:54.153266,1
93,2022-03-16 19:45:09.770381,2022-03-16 19:48:02.768034,8
94,2022-03-16 19:45:12.656368,2022-03-16 19:48:06.620886,8
93.5,2022-03-16 19:45:09.770381,2022-03-16 19:45:50.770381,1
93.5,2022-03-16 19:45:50.770381,2022-03-16 19:46:23.770381,2
93.5,2022-03-16 19:46:23.770381,2022-03-16 19:46:55.770381,1
93.5,2022-03-16 19:46:55.770381,2022-03-16 19:47:27.770381,2
93.5,2022-03-16 19:47:27.770381,2022-03-16 19:47:59.770381,1
94.5,2022-03-16 19:45:12.656368,2022-03-16 19:45:55.656368,1
94.5,2022-03-16 19:45:55.656368,2022-03-16 19:46:27.656368,2
94.5,2022-03-16 19:46:27.656368,2022-03-16 19:46:59.656368,1
94.5,2022-03-16 19:46:59.656368,2022-03-16 19:47:31.656368,2
94.5,2022-03-16 19:47:31.656368,2022-03-16 19:48:03.656368,1
95,2022-03-16 19:48:19.256648,2022-03-16 19:51:07.183107,8
96,2022-03-16 19:48:22.157418,2022-03-16 19:51:11.110278,8
95.5,2022-03-16 19:48:19.256648,2022-03-16 19:48:57.256648,1
95.5,2022-03-16 19:48:57.256648,2022-03-16 19:49:28.256648,2
95.5,2022-03-16 19:49:28.256648,2022-03-16 19:49:59.256648,1
95.5,2022-03-16 19:49:59.256648,2022-03-16 19:50:31.256648,2
95.5,2022-03-16 19:50:31.256648,2022-03-16 19:51:03.256648,1
96.5,2022-03-16 19:48:22.157418,2022-03-16 19:49:01.157418,1
96.5,2022-03-16 19:49:01.157418,2022-03-16 19:49:32.157418,2
96.5,2022-03-16 19:49:32.157418,2022-03-16 19:50:04.157418,1
96.5,2022-03-16 19:50:04.157418,2022-03-16 19:50:36.157418,2
96.5,2022-03-16 19:50:36.157418,2022-03-16 19:51:08.157418,1
97,2022-03-16 19:51:23.740308,2022-03-16 19:54:13.126961,8
98,2022-03-16 19:51:26.588347,2022-03-16 19:54:20.205793,8
97.5,2022-03-16 19:51:23.740308,2022-03-16 19:52:01.740308,1
97.5,2022-03-16 19:52:01.740308,2022-03-16 19:52:33.740308,2
97.5,2022-03-16 19:52:33.740308,2022-03-16 19:53:05.740308,1
97.5,2022-03-16 19:53:05.740308,2022-03-16 19:53:37.740308,2
97.5,2022-03-16 19:53:37.740308,2022-03-16 19:54:09.740308,1
98.5,2022-03-16 19:51:26.588347,2022-03-16 19:52:06.588347,1
98.5,2022-03-16 19:52:06.588347,2022-03-16 19:52:40.588347,2
98.5,2022-03-16 19:52:40.588347,2022-03-16 19:53:12.588347,1
98.5,2022-03-16 19:53:12.588347,2022-03-16 19:53:44.588347,2
98.5,2022-03-16 19:53:44.588347,2022-03-16 19:54:17.588347,1
99,2022-03-16 19:54:32.731922,2022-03-16 19:57:23.566564,8
100,2022-03-16 19:54:35.673559,2022-03-16 19:57:28.402396,8
99.5,2022-03-16 19:54:32.731922,2022-03-16 19:55:10.731922,1
99.5,2022-03-16 19:55:10.731922,2022-03-16 19:55:42.731922,2
99.5,2022-03-16 19:55:42.731922,2022-03-16 19:56:14.731922,1
99.5,2022-03-16 19:56:14.731922,2022-03-16 19:56:46.731922,2
99.5,2022-03-16 19:56:46.731922,2022-03-16 19:57:18.731922,1
100.5,2022-03-16 19:54:35.673559,2022-03-16 19:55:14.673559,1
100.5,2022-03-16 19:55:14.673559,2022-03-16 19:55:49.673559,2
100.5,2022-03-16 19:55:49.673559,2022-03-16 19:56:21.673559,1
100.5,2022-03-16 19:56:21.673559,2022-03-16 19:56:53.673559,2
100.5,2022-03-16 19:56:53.673559,2022-03-16 19:57:25.673559,1
101,2022-03-16 19:57:40.969025,2022-03-16 20:00:33.673363,8
102,2022-03-16 19:57:44.045440,2022-03-16 20:00:33.999908,8
101.5,2022-03-16 19:57:40.969025,2022-03-16 19:58:19.969025,1
101.5,2022-03-16 19:58:19.969025,2022-03-16 19:58:53.969025,2
101.5,2022-03-16 19:58:53.969025,2022-03-16 19:59:25.969025,1
101.5,2022-03-16 19:59:25.969025,2022-03-16 19:59:57.969025,2
101.5,2022-03-16 19:59:57.969025,2022-03-16 20:00:29.969025,1
