Task,Start,Finish,Cores
41.5,2022-03-22 15:00:42.142334,2022-03-22 15:03:18.142334,1
41.5,2022-03-22 15:03:18.142334,2022-03-22 15:05:53.142334,2
41.5,2022-03-22 15:05:53.142334,2022-03-22 15:08:28.142334,1
49,2022-03-22 15:08:45.194953,2022-03-22 15:21:52.587290,2
-1,2022-03-22 15:08:55.813835,2022-03-22 15:08:55.813994,8
42.5,2022-03-22 14:56:23.911060,2022-03-22 14:59:01.911060,1
42.5,2022-03-22 14:59:01.911060,2022-03-22 15:01:37.911060,2
42.5,2022-03-22 15:01:37.911060,2022-03-22 15:04:13.911060,1
42.5,2022-03-22 15:04:13.911060,2022-03-22 15:06:50.911060,2
42.5,2022-03-22 15:06:50.911060,2022-03-22 15:09:26.911060,1
50,2022-03-22 15:09:44.978913,2022-03-22 15:22:49.892488,2
-1,2022-03-22 15:09:45.056141,2022-03-22 15:09:45.056318,8
43.5,2022-03-22 14:56:41.607273,2022-03-22 14:59:19.607273,1
43.5,2022-03-22 14:59:19.607273,2022-03-22 15:01:54.607273,2
43.5,2022-03-22 15:01:54.607273,2022-03-22 15:04:29.607273,1
43.5,2022-03-22 15:04:29.607273,2022-03-22 15:07:05.607273,2
43.5,2022-03-22 15:07:05.607273,2022-03-22 15:09:40.607273,1
51,2022-03-22 15:09:58.377468,2022-03-22 15:23:03.265379,2
44.5,2022-03-22 14:56:53.404932,2022-03-22 14:59:32.404932,1
44.5,2022-03-22 14:59:32.404932,2022-03-22 15:02:09.404932,2
44.5,2022-03-22 15:02:09.404932,2022-03-22 15:04:44.404932,1
44.5,2022-03-22 15:04:44.404932,2022-03-22 15:07:20.404932,2
44.5,2022-03-22 15:07:20.404932,2022-03-22 15:09:55.404932,1
52,2022-03-22 15:10:12.331923,2022-03-22 15:23:21.781158,2
-1,2022-03-22 15:10:28.005815,2022-03-22 15:10:28.006000,8
-1,2022-03-22 15:11:05.909985,2022-03-22 15:11:05.910147,8
-1,2022-03-22 15:11:43.865769,2022-03-22 15:11:43.865921,8
-1,2022-03-22 15:12:17.073759,2022-03-22 15:12:17.073913,8
-1,2022-03-22 15:12:59.637761,2022-03-22 15:12:59.637915,8
-1,2022-03-22 15:13:40.970253,2022-03-22 15:13:40.970412,8
-1,2022-03-22 15:14:23.813757,2022-03-22 15:14:23.813911,8
-1,2022-03-22 15:15:10.607790,2022-03-22 15:15:10.607945,8
-1,2022-03-22 15:15:44.489761,2022-03-22 15:15:44.489919,8
-1,2022-03-22 15:16:21.461754,2022-03-22 15:16:21.461924,8
-1,2022-03-22 15:17:02.669759,2022-03-22 15:17:02.669920,8
45.5,2022-03-22 15:04:31.297587,2022-03-22 15:07:07.297587,1
45.5,2022-03-22 15:07:07.297587,2022-03-22 15:09:42.297587,2
45.5,2022-03-22 15:09:42.297587,2022-03-22 15:12:18.297587,1
45.5,2022-03-22 15:12:18.297587,2022-03-22 15:14:53.297587,2
45.5,2022-03-22 15:14:53.297587,2022-03-22 15:17:28.297587,1
-1,2022-03-22 15:17:34.938070,2022-03-22 15:17:34.938231,8
46.5,2022-03-22 15:04:34.873619,2022-03-22 15:07:12.873619,1
46.5,2022-03-22 15:07:12.873619,2022-03-22 15:09:48.873619,2
46.5,2022-03-22 15:09:48.873619,2022-03-22 15:12:24.873619,1
46.5,2022-03-22 15:12:24.873619,2022-03-22 15:14:59.873619,2
46.5,2022-03-22 15:14:59.873619,2022-03-22 15:17:34.873619,1
47.5,2022-03-22 15:04:38.313359,2022-03-22 15:07:18.313359,1
47.5,2022-03-22 15:07:18.313359,2022-03-22 15:09:54.313359,2
47.5,2022-03-22 15:09:54.313359,2022-03-22 15:12:30.313359,1
47.5,2022-03-22 15:12:30.313359,2022-03-22 15:15:05.313359,2
47.5,2022-03-22 15:15:05.313359,2022-03-22 15:17:41.313359,1
53,2022-03-22 15:17:57.792484,2022-03-22 15:31:03.238387,2
54,2022-03-22 15:18:01.255388,2022-03-22 15:31:08.900256,2
55,2022-03-22 15:18:04.813098,2022-03-22 15:31:10.478068,2
48.5,2022-03-22 15:08:31.667490,2022-03-22 15:11:10.667490,1
48.5,2022-03-22 15:11:10.667490,2022-03-22 15:13:46.667490,2
48.5,2022-03-22 15:13:46.667490,2022-03-22 15:16:21.667490,1
48.5,2022-03-22 15:16:21.667490,2022-03-22 15:18:56.667490,2
48.5,2022-03-22 15:18:56.667490,2022-03-22 15:21:32.667490,1
56,2022-03-22 15:21:49.705551,2022-03-22 15:34:57.902829,2
49.5,2022-03-22 15:08:45.194953,2022-03-22 15:11:26.194953,1
49.5,2022-03-22 15:11:26.194953,2022-03-22 15:14:02.194953,2
49.5,2022-03-22 15:14:02.194953,2022-03-22 15:16:38.194953,1
49.5,2022-03-22 15:16:38.194953,2022-03-22 15:19:13.194953,2
49.5,2022-03-22 15:19:13.194953,2022-03-22 15:21:48.194953,1
57,2022-03-22 15:22:05.648535,2022-03-22 15:35:13.753167,2
50.5,2022-03-22 15:09:44.978913,2022-03-22 15:12:22.978913,1
50.5,2022-03-22 15:12:22.978913,2022-03-22 15:14:58.978913,2
50.5,2022-03-22 15:14:58.978913,2022-03-22 15:17:34.978913,1
50.5,2022-03-22 15:17:34.978913,2022-03-22 15:20:10.978913,2
50.5,2022-03-22 15:20:10.978913,2022-03-22 15:22:46.978913,1
58,2022-03-22 15:23:02.982223,2022-03-22 15:36:07.838973,2
51.5,2022-03-22 15:09:58.377468,2022-03-22 15:12:36.377468,1
51.5,2022-03-22 15:12:36.377468,2022-03-22 15:15:11.377468,2
51.5,2022-03-22 15:15:11.377468,2022-03-22 15:17:46.377468,1
51.5,2022-03-22 15:17:46.377468,2022-03-22 15:20:21.377468,2
51.5,2022-03-22 15:20:21.377468,2022-03-22 15:22:57.377468,1
59,2022-03-22 15:23:16.370656,2022-03-22 15:36:25.157811,2
52.5,2022-03-22 15:10:12.331923,2022-03-22 15:12:51.331923,1
52.5,2022-03-22 15:12:51.331923,2022-03-22 15:15:28.331923,2
52.5,2022-03-22 15:15:28.331923,2022-03-22 15:18:04.331923,1
52.5,2022-03-22 15:18:04.331923,2022-03-22 15:20:41.331923,2
52.5,2022-03-22 15:20:41.331923,2022-03-22 15:23:17.331923,1
60,2022-03-22 15:23:34.854666,2022-03-22 15:36:40.715924,2
53.5,2022-03-22 15:17:57.792484,2022-03-22 15:20:36.792484,1
53.5,2022-03-22 15:20:36.792484,2022-03-22 15:23:12.792484,2
53.5,2022-03-22 15:23:12.792484,2022-03-22 15:25:48.792484,1
53.5,2022-03-22 15:25:48.792484,2022-03-22 15:28:24.792484,2
53.5,2022-03-22 15:28:24.792484,2022-03-22 15:30:59.792484,1
54.5,2022-03-22 15:18:01.255388,2022-03-22 15:20:39.255388,1
54.5,2022-03-22 15:20:39.255388,2022-03-22 15:23:15.255388,2
54.5,2022-03-22 15:23:15.255388,2022-03-22 15:25:52.255388,1
54.5,2022-03-22 15:25:52.255388,2022-03-22 15:28:28.255388,2
54.5,2022-03-22 15:28:28.255388,2022-03-22 15:31:04.255388,1
55.5,2022-03-22 15:18:04.813098,2022-03-22 15:20:43.813098,1
55.5,2022-03-22 15:20:43.813098,2022-03-22 15:23:18.813098,2
55.5,2022-03-22 15:23:18.813098,2022-03-22 15:25:54.813098,1
55.5,2022-03-22 15:25:54.813098,2022-03-22 15:28:30.813098,2
55.5,2022-03-22 15:28:30.813098,2022-03-22 15:31:06.813098,1
61,2022-03-22 15:31:23.354132,2022-03-22 15:44:30.688933,2
62,2022-03-22 15:31:26.800837,2022-03-22 15:44:32.734064,2
63,2022-03-22 15:31:30.246208,2022-03-22 15:44:38.027557,2
56.5,2022-03-22 15:21:49.705551,2022-03-22 15:24:27.705551,1
56.5,2022-03-22 15:24:27.705551,2022-03-22 15:27:03.705551,2
56.5,2022-03-22 15:27:03.705551,2022-03-22 15:29:39.705551,1
56.5,2022-03-22 15:29:39.705551,2022-03-22 15:32:15.705551,2
56.5,2022-03-22 15:32:15.705551,2022-03-22 15:34:52.705551,1
64,2022-03-22 15:35:11.012634,2022-03-22 15:48:16.050110,2
57.5,2022-03-22 15:22:05.648535,2022-03-22 15:24:45.648535,1
57.5,2022-03-22 15:24:45.648535,2022-03-22 15:27:21.648535,2
57.5,2022-03-22 15:27:21.648535,2022-03-22 15:29:57.648535,1
57.5,2022-03-22 15:29:57.648535,2022-03-22 15:32:33.648535,2
57.5,2022-03-22 15:32:33.648535,2022-03-22 15:35:09.648535,1
65,2022-03-22 15:35:26.887751,2022-03-22 15:48:33.063372,2
58.5,2022-03-22 15:23:02.982223,2022-03-22 15:25:40.982223,1
58.5,2022-03-22 15:25:40.982223,2022-03-22 15:28:16.982223,2
58.5,2022-03-22 15:28:16.982223,2022-03-22 15:30:51.982223,1
58.5,2022-03-22 15:30:51.982223,2022-03-22 15:33:26.982223,2
58.5,2022-03-22 15:33:26.982223,2022-03-22 15:36:02.982223,1
66,2022-03-22 15:36:20.912573,2022-03-22 15:49:25.735148,2
59.5,2022-03-22 15:23:16.370656,2022-03-22 15:25:55.370656,1
59.5,2022-03-22 15:25:55.370656,2022-03-22 15:28:30.370656,2
59.5,2022-03-22 15:28:30.370656,2022-03-22 15:31:06.370656,1
59.5,2022-03-22 15:31:06.370656,2022-03-22 15:33:44.370656,2
59.5,2022-03-22 15:33:44.370656,2022-03-22 15:36:21.370656,1
67,2022-03-22 15:36:38.232382,2022-03-22 15:49:42.539424,2
60.5,2022-03-22 15:23:34.854666,2022-03-22 15:26:13.854666,1
60.5,2022-03-22 15:26:13.854666,2022-03-22 15:28:48.854666,2
60.5,2022-03-22 15:28:48.854666,2022-03-22 15:31:23.854666,1
60.5,2022-03-22 15:31:23.854666,2022-03-22 15:33:59.854666,2
60.5,2022-03-22 15:33:59.854666,2022-03-22 15:36:35.854666,1
68,2022-03-22 15:36:53.948138,2022-03-22 15:50:12.649510,2
61.5,2022-03-22 15:31:23.354132,2022-03-22 15:34:01.354132,1
61.5,2022-03-22 15:34:01.354132,2022-03-22 15:36:37.354132,2
61.5,2022-03-22 15:36:37.354132,2022-03-22 15:39:13.354132,1
61.5,2022-03-22 15:39:13.354132,2022-03-22 15:41:49.354132,2
61.5,2022-03-22 15:41:49.354132,2022-03-22 15:44:25.354132,1
62.5,2022-03-22 15:31:26.800837,2022-03-22 15:34:06.800837,1
62.5,2022-03-22 15:34:06.800837,2022-03-22 15:36:42.800837,2
62.5,2022-03-22 15:36:42.800837,2022-03-22 15:39:18.800837,1
62.5,2022-03-22 15:39:18.800837,2022-03-22 15:41:53.800837,2
62.5,2022-03-22 15:41:53.800837,2022-03-22 15:44:28.800837,1
63.5,2022-03-22 15:31:30.246208,2022-03-22 15:34:08.246208,1
63.5,2022-03-22 15:34:08.246208,2022-03-22 15:36:44.246208,2
63.5,2022-03-22 15:36:44.246208,2022-03-22 15:39:22.246208,1
63.5,2022-03-22 15:39:22.246208,2022-03-22 15:41:58.246208,2
63.5,2022-03-22 15:41:58.246208,2022-03-22 15:44:34.246208,1
69,2022-03-22 15:44:50.968300,2022-03-22 15:58:06.952211,2
70,2022-03-22 15:44:54.292510,2022-03-22 15:58:12.101662,2
71,2022-03-22 15:44:58.090821,2022-03-22 15:58:01.894916,2
64.5,2022-03-22 15:35:11.012634,2022-03-22 15:37:49.012634,1
64.5,2022-03-22 15:37:49.012634,2022-03-22 15:40:25.012634,2
64.5,2022-03-22 15:40:25.012634,2022-03-22 15:43:01.012634,1
64.5,2022-03-22 15:43:01.012634,2022-03-22 15:45:36.012634,2
64.5,2022-03-22 15:45:36.012634,2022-03-22 15:48:11.012634,1
72,2022-03-22 15:48:29.101945,2022-03-22 16:01:45.855773,2
65.5,2022-03-22 15:35:26.887751,2022-03-22 15:38:06.887751,1
65.5,2022-03-22 15:38:06.887751,2022-03-22 15:40:42.887751,2
65.5,2022-03-22 15:40:42.887751,2022-03-22 15:43:18.887751,1
65.5,2022-03-22 15:43:18.887751,2022-03-22 15:45:53.887751,2
65.5,2022-03-22 15:45:53.887751,2022-03-22 15:48:28.887751,1
73,2022-03-22 15:48:46.171057,2022-03-22 16:02:01.434938,2
66.5,2022-03-22 15:36:20.912573,2022-03-22 15:38:57.912573,1
66.5,2022-03-22 15:38:57.912573,2022-03-22 15:41:33.912573,2
66.5,2022-03-22 15:41:33.912573,2022-03-22 15:44:09.912573,1
66.5,2022-03-22 15:44:09.912573,2022-03-22 15:46:45.912573,2
66.5,2022-03-22 15:46:45.912573,2022-03-22 15:49:21.912573,1
74,2022-03-22 15:49:38.795245,2022-03-22 16:02:43.132947,2
67.5,2022-03-22 15:36:38.232382,2022-03-22 15:39:15.232382,1
67.5,2022-03-22 15:39:15.232382,2022-03-22 15:41:51.232382,2
67.5,2022-03-22 15:41:51.232382,2022-03-22 15:44:27.232382,1
67.5,2022-03-22 15:44:27.232382,2022-03-22 15:47:02.232382,2
67.5,2022-03-22 15:47:02.232382,2022-03-22 15:49:38.232382,1
75,2022-03-22 15:49:55.634188,2022-03-22 16:03:21.048135,2
68.5,2022-03-22 15:36:53.948138,2022-03-22 15:39:37.948138,1
68.5,2022-03-22 15:39:37.948138,2022-03-22 15:42:21.948138,2
68.5,2022-03-22 15:42:21.948138,2022-03-22 15:44:56.948138,1
68.5,2022-03-22 15:44:56.948138,2022-03-22 15:47:32.948138,2
68.5,2022-03-22 15:47:32.948138,2022-03-22 15:50:07.948138,1
76,2022-03-22 15:50:25.788726,2022-03-22 16:03:26.670850,2
71.5,2022-03-22 15:44:58.090821,2022-03-22 15:47:39.090821,1
71.5,2022-03-22 15:47:39.090821,2022-03-22 15:50:15.090821,2
71.5,2022-03-22 15:50:15.090821,2022-03-22 15:52:49.090821,1
71.5,2022-03-22 15:52:49.090821,2022-03-22 15:55:24.090821,2
71.5,2022-03-22 15:55:24.090821,2022-03-22 15:57:58.090821,1
69.5,2022-03-22 15:44:50.968300,2022-03-22 15:47:28.968300,1
69.5,2022-03-22 15:47:28.968300,2022-03-22 15:50:04.968300,2
69.5,2022-03-22 15:50:04.968300,2022-03-22 15:52:44.968300,1
69.5,2022-03-22 15:52:44.968300,2022-03-22 15:55:22.968300,2
69.5,2022-03-22 15:55:22.968300,2022-03-22 15:58:01.968300,1
70.5,2022-03-22 15:44:54.292510,2022-03-22 15:47:33.292510,1
70.5,2022-03-22 15:47:33.292510,2022-03-22 15:50:10.292510,2
70.5,2022-03-22 15:50:10.292510,2022-03-22 15:52:50.292510,1
70.5,2022-03-22 15:52:50.292510,2022-03-22 15:55:29.292510,2
70.5,2022-03-22 15:55:29.292510,2022-03-22 15:58:09.292510,1
77,2022-03-22 15:58:24.984821,2022-03-22 16:11:32.571352,2
78,2022-03-22 15:58:28.440898,2022-03-22 16:11:32.984615,2
79,2022-03-22 15:58:31.784245,2022-03-22 16:01:32.095659,2
72.5,2022-03-22 15:48:29.101945,2022-03-22 15:51:09.101945,1
72.5,2022-03-22 15:51:09.101945,2022-03-22 15:53:49.101945,2
72.5,2022-03-22 15:53:49.101945,2022-03-22 15:56:28.101945,1
72.5,2022-03-22 15:56:28.101945,2022-03-22 15:59:06.101945,2
72.5,2022-03-22 15:59:06.101945,2022-03-22 16:01:42.101945,1
80,2022-03-22 16:01:58.679710,2022-03-22 16:15:03.746625,2
73.5,2022-03-22 15:48:46.171057,2022-03-22 15:51:27.171057,1
73.5,2022-03-22 15:51:27.171057,2022-03-22 15:54:06.171057,2
73.5,2022-03-22 15:54:06.171057,2022-03-22 15:56:44.171057,1
73.5,2022-03-22 15:56:44.171057,2022-03-22 15:59:21.171057,2
73.5,2022-03-22 15:59:21.171057,2022-03-22 16:01:57.171057,1
81,2022-03-22 16:02:14.526616,2022-03-22 16:15:20.244859,2
82,2022-03-22 16:02:18.122442,2022-03-22 16:15:27.673215,2
-3,2022-03-22 16:02:18.200195,2022-03-22 16:02:19.201512,79
74.5,2022-03-22 15:49:38.795245,2022-03-22 15:52:18.795245,1
74.5,2022-03-22 15:52:18.795245,2022-03-22 15:54:54.795245,2
74.5,2022-03-22 15:54:54.795245,2022-03-22 15:57:29.795245,1
74.5,2022-03-22 15:57:29.795245,2022-03-22 16:00:03.795245,2
74.5,2022-03-22 16:00:03.795245,2022-03-22 16:02:38.795245,1
83,2022-03-22 16:02:55.959909,2022-03-22 16:05:56.227441,2
75.5,2022-03-22 15:49:55.634188,2022-03-22 15:52:39.634188,1
75.5,2022-03-22 15:52:39.634188,2022-03-22 15:55:21.634188,2
75.5,2022-03-22 15:55:21.634188,2022-03-22 15:58:04.634188,1
75.5,2022-03-22 15:58:04.634188,2022-03-22 16:00:40.634188,2
75.5,2022-03-22 16:00:40.634188,2022-03-22 16:03:15.634188,1
76.5,2022-03-22 15:50:25.788726,2022-03-22 15:53:01.788726,1
76.5,2022-03-22 15:53:01.788726,2022-03-22 15:55:36.788726,2
76.5,2022-03-22 15:55:36.788726,2022-03-22 15:58:11.788726,1
76.5,2022-03-22 15:58:11.788726,2022-03-22 16:00:46.788726,2
76.5,2022-03-22 16:00:46.788726,2022-03-22 16:03:21.788726,1
84,2022-03-22 16:03:39.562199,2022-03-22 16:16:46.522325,2
85,2022-03-22 16:03:43.017943,2022-03-22 16:16:53.322792,2
-3,2022-03-22 16:06:38.053878,2022-03-22 16:06:39.055186,83
86,2022-03-22 16:06:42.118698,2022-03-22 16:19:53.277094,2
77.5,2022-03-22 15:58:24.984821,2022-03-22 16:01:04.984821,1
77.5,2022-03-22 16:01:04.984821,2022-03-22 16:03:41.984821,2
77.5,2022-03-22 16:03:41.984821,2022-03-22 16:06:16.984821,1
77.5,2022-03-22 16:06:16.984821,2022-03-22 16:08:51.984821,2
77.5,2022-03-22 16:08:51.984821,2022-03-22 16:11:27.984821,1
78.5,2022-03-22 15:58:28.440898,2022-03-22 16:01:05.440898,1
78.5,2022-03-22 16:01:05.440898,2022-03-22 16:03:41.440898,2
78.5,2022-03-22 16:03:41.440898,2022-03-22 16:06:17.440898,1
78.5,2022-03-22 16:06:17.440898,2022-03-22 16:08:53.440898,2
78.5,2022-03-22 16:08:53.440898,2022-03-22 16:11:29.440898,1
87,2022-03-22 16:11:45.917381,2022-03-22 16:24:51.999349,2
88,2022-03-22 16:11:49.505769,2022-03-22 16:24:55.689775,2
80.5,2022-03-22 16:01:58.679710,2022-03-22 16:04:37.679710,1
80.5,2022-03-22 16:04:37.679710,2022-03-22 16:07:12.679710,2
80.5,2022-03-22 16:07:12.679710,2022-03-22 16:09:48.679710,1
80.5,2022-03-22 16:09:48.679710,2022-03-22 16:12:24.679710,2
80.5,2022-03-22 16:12:24.679710,2022-03-22 16:15:00.679710,1
89,2022-03-22 16:15:16.693029,2022-03-22 16:28:20.566620,2
81.5,2022-03-22 16:02:14.526616,2022-03-22 16:04:53.526616,1
81.5,2022-03-22 16:04:53.526616,2022-03-22 16:07:28.526616,2
81.5,2022-03-22 16:07:28.526616,2022-03-22 16:10:04.526616,1
81.5,2022-03-22 16:10:04.526616,2022-03-22 16:12:40.526616,2
81.5,2022-03-22 16:12:40.526616,2022-03-22 16:15:15.526616,1
82.5,2022-03-22 16:02:18.122442,2022-03-22 16:04:58.122442,1
82.5,2022-03-22 16:04:58.122442,2022-03-22 16:07:35.122442,2
82.5,2022-03-22 16:07:35.122442,2022-03-22 16:10:12.122442,1
82.5,2022-03-22 16:10:12.122442,2022-03-22 16:12:48.122442,2
82.5,2022-03-22 16:12:48.122442,2022-03-22 16:15:24.122442,1
90,2022-03-22 16:15:40.720968,2022-03-22 16:28:43.323383,2
91,2022-03-22 16:15:44.165855,2022-03-22 16:28:50.241401,2
84.5,2022-03-22 16:03:39.562199,2022-03-22 16:06:18.562199,1
84.5,2022-03-22 16:06:18.562199,2022-03-22 16:08:55.562199,2
84.5,2022-03-22 16:08:55.562199,2022-03-22 16:11:31.562199,1
84.5,2022-03-22 16:11:31.562199,2022-03-22 16:14:07.562199,2
84.5,2022-03-22 16:14:07.562199,2022-03-22 16:16:43.562199,1
85.5,2022-03-22 16:03:43.017943,2022-03-22 16:06:23.017943,1
85.5,2022-03-22 16:06:23.017943,2022-03-22 16:08:59.017943,2
85.5,2022-03-22 16:08:59.017943,2022-03-22 16:11:35.017943,1
85.5,2022-03-22 16:11:35.017943,2022-03-22 16:14:12.017943,2
85.5,2022-03-22 16:14:12.017943,2022-03-22 16:16:48.017943,1
92,2022-03-22 16:17:06.437383,2022-03-22 16:30:13.238326,2
93,2022-03-22 16:17:09.953048,2022-03-22 16:30:23.854300,2
86.5,2022-03-22 16:06:42.118698,2022-03-22 16:09:20.118698,1
86.5,2022-03-22 16:09:20.118698,2022-03-22 16:11:56.118698,2
86.5,2022-03-22 16:11:56.118698,2022-03-22 16:14:32.118698,1
86.5,2022-03-22 16:14:32.118698,2022-03-22 16:17:08.118698,2
86.5,2022-03-22 16:17:08.118698,2022-03-22 16:19:49.118698,1
94,2022-03-22 16:20:06.723175,2022-03-22 16:23:07.035665,2
-3,2022-03-22 16:23:49.033869,2022-03-22 16:23:50.035207,94
95,2022-03-22 16:23:52.951851,2022-03-22 16:37:07.256801,2
87.5,2022-03-22 16:11:45.917381,2022-03-22 16:14:24.917381,1
87.5,2022-03-22 16:14:24.917381,2022-03-22 16:16:59.917381,2
87.5,2022-03-22 16:16:59.917381,2022-03-22 16:19:37.917381,1
87.5,2022-03-22 16:19:37.917381,2022-03-22 16:22:11.917381,2
87.5,2022-03-22 16:22:11.917381,2022-03-22 16:24:46.917381,1
88.5,2022-03-22 16:11:49.505769,2022-03-22 16:14:28.505769,1
88.5,2022-03-22 16:14:28.505769,2022-03-22 16:17:05.505769,2
88.5,2022-03-22 16:17:05.505769,2022-03-22 16:19:40.505769,1
88.5,2022-03-22 16:19:40.505769,2022-03-22 16:22:15.505769,2
88.5,2022-03-22 16:22:15.505769,2022-03-22 16:24:51.505769,1
96,2022-03-22 16:25:08.701895,2022-03-22 16:38:11.539988,2
97,2022-03-22 16:25:12.296672,2022-03-22 16:28:12.607475,2
89.5,2022-03-22 16:15:16.693029,2022-03-22 16:17:56.693029,1
89.5,2022-03-22 16:17:56.693029,2022-03-22 16:20:35.693029,2
89.5,2022-03-22 16:20:35.693029,2022-03-22 16:23:09.693029,1
89.5,2022-03-22 16:23:09.693029,2022-03-22 16:25:43.693029,2
89.5,2022-03-22 16:25:43.693029,2022-03-22 16:28:16.693029,1
98,2022-03-22 16:28:33.463911,2022-03-22 16:41:52.886381,2
90.5,2022-03-22 16:15:40.720968,2022-03-22 16:18:17.720968,1
90.5,2022-03-22 16:18:17.720968,2022-03-22 16:20:52.720968,2
90.5,2022-03-22 16:20:52.720968,2022-03-22 16:23:28.720968,1
90.5,2022-03-22 16:23:28.720968,2022-03-22 16:26:03.720968,2
90.5,2022-03-22 16:26:03.720968,2022-03-22 16:28:38.720968,1
91.5,2022-03-22 16:15:44.165855,2022-03-22 16:18:25.165855,1
91.5,2022-03-22 16:18:25.165855,2022-03-22 16:21:02.165855,2
91.5,2022-03-22 16:21:02.165855,2022-03-22 16:23:37.165855,1
91.5,2022-03-22 16:23:37.165855,2022-03-22 16:26:12.165855,2
91.5,2022-03-22 16:26:12.165855,2022-03-22 16:28:45.165855,1
-3,2022-03-22 16:28:54.450306,2022-03-22 16:28:55.451637,97
99,2022-03-22 16:29:03.191950,2022-03-22 16:42:15.456868,2
100,2022-03-22 16:29:06.589272,2022-03-22 16:42:16.737467,2
101,2022-03-22 16:29:10.004583,2022-03-22 16:42:13.689281,2
92.5,2022-03-22 16:17:06.437383,2022-03-22 16:19:43.437383,1
92.5,2022-03-22 16:19:43.437383,2022-03-22 16:22:19.437383,2
92.5,2022-03-22 16:22:19.437383,2022-03-22 16:24:56.437383,1
92.5,2022-03-22 16:24:56.437383,2022-03-22 16:27:32.437383,2
92.5,2022-03-22 16:27:32.437383,2022-03-22 16:30:09.437383,1
93.5,2022-03-22 16:17:09.953048,2022-03-22 16:19:54.953048,1
93.5,2022-03-22 16:19:54.953048,2022-03-22 16:22:31.953048,2
93.5,2022-03-22 16:22:31.953048,2022-03-22 16:25:07.953048,1
93.5,2022-03-22 16:25:07.953048,2022-03-22 16:27:42.953048,2
93.5,2022-03-22 16:27:42.953048,2022-03-22 16:30:19.953048,1
102,2022-03-22 16:30:26.304081,2022-03-22 16:43:27.180974,2
103,2022-03-22 16:30:36.810090,2022-03-22 16:44:02.241237,2
95.5,2022-03-22 16:23:52.951851,2022-03-22 16:26:31.951851,1
95.5,2022-03-22 16:26:31.951851,2022-03-22 16:29:05.951851,2
95.5,2022-03-22 16:29:05.951851,2022-03-22 16:31:43.951851,1
95.5,2022-03-22 16:31:43.951851,2022-03-22 16:34:23.951851,2
95.5,2022-03-22 16:34:23.951851,2022-03-22 16:37:03.951851,1
104,2022-03-22 16:37:20.416667,2022-03-22 16:50:29.104542,2
96.5,2022-03-22 16:25:08.701895,2022-03-22 16:27:47.701895,1
96.5,2022-03-22 16:27:47.701895,2022-03-22 16:30:23.701895,2
96.5,2022-03-22 16:30:23.701895,2022-03-22 16:32:58.701895,1
96.5,2022-03-22 16:32:58.701895,2022-03-22 16:35:32.701895,2
96.5,2022-03-22 16:35:32.701895,2022-03-22 16:38:07.701895,1
105,2022-03-22 16:38:24.463093,2022-03-22 16:51:31.167495,2
98.5,2022-03-22 16:28:33.463911,2022-03-22 16:31:12.463911,1
98.5,2022-03-22 16:31:12.463911,2022-03-22 16:33:53.463911,2
98.5,2022-03-22 16:33:53.463911,2022-03-22 16:36:33.463911,1
98.5,2022-03-22 16:36:33.463911,2022-03-22 16:39:12.463911,2
98.5,2022-03-22 16:39:12.463911,2022-03-22 16:41:49.463911,1
106,2022-03-22 16:42:05.838921,2022-03-22 16:55:26.394448,2
101.5,2022-03-22 16:29:10.004583,2022-03-22 16:31:49.004583,1
101.5,2022-03-22 16:31:49.004583,2022-03-22 16:34:24.004583,2
101.5,2022-03-22 16:34:24.004583,2022-03-22 16:36:59.004583,1
101.5,2022-03-22 16:36:59.004583,2022-03-22 16:39:34.004583,2
101.5,2022-03-22 16:39:34.004583,2022-03-22 16:42:10.004583,1
99.5,2022-03-22 16:29:03.191950,2022-03-22 16:31:42.191950,1
99.5,2022-03-22 16:31:42.191950,2022-03-22 16:34:21.191950,2
99.5,2022-03-22 16:34:21.191950,2022-03-22 16:36:59.191950,1
99.5,2022-03-22 16:36:59.191950,2022-03-22 16:39:35.191950,2
99.5,2022-03-22 16:39:35.191950,2022-03-22 16:42:11.191950,1
100.5,2022-03-22 16:29:06.589272,2022-03-22 16:31:45.589272,1
100.5,2022-03-22 16:31:45.589272,2022-03-22 16:34:24.589272,2
100.5,2022-03-22 16:34:24.589272,2022-03-22 16:37:02.589272,1
100.5,2022-03-22 16:37:02.589272,2022-03-22 16:39:38.589272,2
100.5,2022-03-22 16:39:38.589272,2022-03-22 16:42:13.589272,1
107,2022-03-22 16:42:29.719203,2022-03-22 16:55:38.331764,2
108,2022-03-22 16:42:33.279001,2022-03-22 16:55:39.489589,2
109,2022-03-22 16:42:36.883003,2022-03-22 16:55:47.661443,2
102.5,2022-03-22 16:30:26.304081,2022-03-22 16:33:03.304081,1
102.5,2022-03-22 16:33:03.304081,2022-03-22 16:35:38.304081,2
102.5,2022-03-22 16:35:38.304081,2022-03-22 16:38:13.304081,1
102.5,2022-03-22 16:38:13.304081,2022-03-22 16:40:48.304081,2
102.5,2022-03-22 16:40:48.304081,2022-03-22 16:43:23.304081,1
110,2022-03-22 16:43:40.234418,2022-03-22 16:56:49.258919,2
103.5,2022-03-22 16:30:36.810090,2022-03-22 16:33:21.810090,1
103.5,2022-03-22 16:33:21.810090,2022-03-22 16:36:05.810090,2
103.5,2022-03-22 16:36:05.810090,2022-03-22 16:38:45.810090,1
