0,0.0,2.7,0.0
30,0.0,2.7,0.0
60,35.8,4.3,50.0
90,46.1,5.1,100.0
120,72.2,5.9,100.0
150,69.4,5.8,100.0
180,70.3,6.0,100.0
210,32.3,4.4,50.0
240,70.9,6.0,100.0
270,71.4,5.8,100.0
300,68.1,5.9,100.0
330,71.9,5.9,100.0
360,70.6,6.1,100.0
390,35.6,4.4,50.0
420,69.2,5.8,100.0
450,69.2,5.8,100.0
480,72.1,5.8,100.0
510,69.6,5.8,100.0
540,71.5,6.0,100.0
570,48.6,4.5,100.0
600,36.8,4.3,50.0
630,71.1,5.8,100.0
660,71.7,5.8,100.0
690,69.9,5.9,100.0
720,70.7,5.8,100.0
750,41.3,4.6,100.0
780,35.6,4.3,50.0
810,71.0,5.9,100.0
840,70.7,5.9,100.0
870,70.6,5.9,100.0
900,70.3,5.9,100.0
930,33.1,4.3,50.0
960,69.5,5.9,100.0
990,72.1,5.7,100.0
1020,69.5,5.9,100.0
1050,68.1,5.9,100.0
1080,70.4,6.1,100.0
1110,36.1,4.4,50.0
1140,70.2,5.8,100.0
1170,67.4,5.4,100.0
1200,70.6,5.9,100.0
1230,70.5,5.9,100.0
1260,70.0,6.0,100.0
1290,69.8,6.0,100.0
1320,73.3,6.0,100.0
1350,43.5,4.6,100.0
1380,70.3,5.7,100.0
1410,71.5,5.8,100.0
1440,70.9,5.8,100.0
1470,35.9,4.3,50.0
1500,34.2,4.3,50.0
