Model,Policy,Tensorflow,Container,Inter_Parallelism_Request,Intra_Parallelism_Request,Inter_Parallelism_Initial,Intra_Parallelism_Initial,Start_Request,Execution_Start,Execution_Finish,Reassigment_1,Reassigment_1_Inter,Reassigment_1_Intra,Reassigment_2,Reassigment_2_Inter,Reassigment_2_Intra,Update_Request_1,Update_Attention_1,Update_Attention_1_Inter,Update_Attention_1_Intra,Pause_Start_1,Pause_Finish_1,Reassigment_Count,Pause_Count,Update_Count,Request_id,Execution_Time,First_Execution_Time,Wait_Time
keras_example_resnet,max_prop,maleable,0,1,1,1,15,2021-12-16 19:14:42.607668,2021-12-16 19:14:46.210702,2021-12-16 19:16:26.981979,,,,,,,,,,,,,0,0,0,0,100.771277,3.603034,3.603034
keras_example_resnet,max_prop,maleable,1,1,1,1,1,2021-12-16 19:15:03.625438,2021-12-16 19:16:39.677917,2021-12-16 19:24:55.936818,2021-12-16 19:17:21.821537,1,7,,,,,,,,,,1,0,0,1,496.258901,96.052479,96.052479
keras_example_resnet,max_prop,maleable,2,1,1,1,1,2021-12-16 19:15:24.645391,2021-12-16 19:16:42.581531,2021-12-16 19:28:04.344965,2021-12-16 19:25:05.951175,1,9,,,,,,,,,,1,0,0,2,681.763434,77.93614,77.93614
keras_example_resnet,max_prop,maleable,3,1,1,1,1,2021-12-16 19:15:45.666692,2021-12-16 19:16:45.479866,2021-12-16 19:29:19.355205,2021-12-16 19:28:14.358164,1,11,,,,,,,,,,1,0,0,3,753.875339,59.813174,59.813174
keras_example_resnet,max_prop,maleable,5,1,1,1,1,2021-12-16 19:16:27.709382,2021-12-16 19:16:51.713663,2021-12-16 19:29:34.508095,,,,,,,,,,,,,0,0,0,5,762.794432,24.004281,24.004281
keras_example_resnet,max_prop,maleable,4,1,1,1,1,2021-12-16 19:16:06.688022,2021-12-16 19:16:48.585615,2021-12-16 19:29:44.788426,2021-12-16 19:29:29.369452,1,13,2021-12-16 19:29:44.522412,1,15,,,,,,,2,0,0,4,776.202811,41.897593,41.897593
keras_example_resnet,max_prop,maleable,8,1,1,1,1,2021-12-16 19:18:03.864284,2021-12-16 19:30:03.083355,2021-12-16 19:43:03.928030,,,,,,,,,,,,,0,0,0,8,780.844675,719.219071,719.219071
keras_example_resnet,max_prop,maleable,6,1,1,1,1,2021-12-16 19:17:21.821694,2021-12-16 19:29:57.269305,2021-12-16 19:43:04.810077,,,,,,,,,,,,,0,0,0,6,787.540772,755.447611,755.447611
keras_example_resnet,max_prop,maleable,7,1,1,1,1,2021-12-16 19:17:42.842973,2021-12-16 19:30:00.281698,2021-12-16 19:43:08.861162,,,,,,,,,,,,,0,0,0,7,788.579464,737.438725,737.438725
keras_example_resnet,max_prop,maleable,9,1,1,1,1,2021-12-16 19:18:24.885373,2021-12-16 19:30:06.176958,2021-12-16 19:43:10.321972,,,,,,,,,,,,,0,0,0,9,784.145014,701.291585,701.291585
keras_example_resnet,max_prop,maleable,11,1,1,1,1,2021-12-16 19:19:06.925393,2021-12-16 19:30:12.574232,2021-12-16 19:43:13.351892,,,,,,,,,,,,,0,0,0,11,780.77766,665.648839,665.648839
keras_example_resnet,max_prop,maleable,10,1,1,1,1,2021-12-16 19:18:45.906664,2021-12-16 19:30:09.294929,2021-12-16 19:43:21.879680,,,,,,,,,,,,,0,0,0,10,792.584751,683.388265,683.388265
keras_example_resnet,max_prop,maleable,12,1,1,1,1,2021-12-16 19:19:27.946706,2021-12-16 19:30:15.974357,2021-12-16 19:43:27.656265,,,,,,,,,,,,,0,0,0,12,791.681908,648.027651,648.027651
keras_example_resnet,max_prop,maleable,13,1,1,1,1,2021-12-16 19:19:48.968005,2021-12-16 19:30:19.536666,2021-12-16 19:43:39.156477,2021-12-16 19:43:37.670391,1,15,,,,,,,,,,1,0,0,13,799.619811,630.568661,630.568661
keras_example_resnet,max_prop,maleable,14,1,1,1,7,2021-12-16 19:20:09.985362,2021-12-16 19:43:51.610384,2021-12-16 19:46:36.274529,,,,,,,,,,,,,0,0,0,14,164.664145,1421.625022,1421.625022
keras_example_resnet,max_prop,maleable,15,1,1,1,7,2021-12-16 19:20:31.005370,2021-12-16 19:43:54.458872,2021-12-16 19:46:37.464676,,,,,,,,,,,,,0,0,0,15,163.005804,1403.453502,1403.453502
