0,6,-1,0.0007092952728271484
2,0,6,0.7015469074249268
0,2,-1,80.08007025718689
2,1,2,80.84668397903442
1,0,7,81.82005906105042
4,0,-1,92.0941948890686
5,-1,-1,92.09463167190552
0,5,-1,129.12162327766418
2,2,5,129.89617133140564
1,1,11,170.9767301082611
4,1,-1,202.34868907928467
5,-1,-1,202.3489580154419
0,4,-1,207.19611644744873
2,3,4,207.98225283622742
4,2,-1,213.42897272109985
5,-1,-1,213.42940211296082
1,3,5,272.087073802948
0,7,-1,279.2680344581604
3,3,5,279.2685706615448
2,4,7,280.0543315410614
4,3,-1,298.7003517150879
5,-1,-1,298.70072078704834
1,4,13,341.1683101654053
4,4,-1,362.34550046920776
