Task,Start,Finish,Cores,RequestId
8.5,2022-06-28 11:24:01.797522,2022-06-28 11:25:03.797522,2,
8.5,2022-06-28 11:25:03.797522,2022-06-28 11:26:06.797522,1,
8.5,2022-06-28 11:26:06.797522,2022-06-28 11:27:06.797522,2,
8.5,2022-06-28 11:27:06.797522,2022-06-28 11:28:06.797522,1,
9.5,2022-06-28 11:23:02.987184,2022-06-28 11:24:06.987184,1,
9.5,2022-06-28 11:24:06.987184,2022-06-28 11:25:06.987184,2,
9.5,2022-06-28 11:25:06.987184,2022-06-28 11:26:06.987184,1,
9.5,2022-06-28 11:26:06.987184,2022-06-28 11:27:05.987184,2,
9.5,2022-06-28 11:27:05.987184,2022-06-28 11:28:07.987184,1,
10.5,2022-06-28 11:23:05.913144,2022-06-28 11:24:09.913144,1,
10.5,2022-06-28 11:24:09.913144,2022-06-28 11:25:08.913144,2,
10.5,2022-06-28 11:25:08.913144,2022-06-28 11:26:08.913144,1,
10.5,2022-06-28 11:26:08.913144,2022-06-28 11:27:10.913144,2,
10.5,2022-06-28 11:27:10.913144,2022-06-28 11:28:10.913144,1,
11,2022-06-28 11:28:25.002552,2022-06-28 11:28:55.325670,9,12
12,2022-06-28 11:28:27.805643,2022-06-28 11:33:29.497758,4,12
13,2022-06-28 11:28:31.103519,2022-06-28 11:35:31.257228,3,13
11.5,2022-06-28 11:28:25.002552,2022-06-28 11:29:31.002552,1,
11.5,2022-06-28 11:29:31.002552,2022-06-28 11:30:32.002552,2,
11.5,2022-06-28 11:30:32.002552,2022-06-28 11:31:31.002552,1,
11.5,2022-06-28 11:31:31.002552,2022-06-28 11:32:31.002552,2,
11.5,2022-06-28 11:32:31.002552,2022-06-28 11:33:21.002552,1,
14,2022-06-28 11:29:08.072980,2022-06-28 11:31:47.571992,8,14
-1,2022-06-28 11:29:58.686201,2022-06-28 11:29:58.686257,2,15
14.5,2022-06-28 11:29:08.072980,2022-06-28 11:29:45.072980,1,
14.5,2022-06-28 11:29:45.072980,2022-06-28 11:30:15.072980,2,
14.5,2022-06-28 11:30:15.072980,2022-06-28 11:30:45.072980,1,
14.5,2022-06-28 11:30:45.072980,2022-06-28 11:31:14.072980,2,
14.5,2022-06-28 11:31:14.072980,2022-06-28 11:31:44.072980,1,
15,2022-06-28 11:32:00.366160,2022-06-28 11:34:38.669074,8,15
12.5,2022-06-28 11:28:27.805643,2022-06-28 11:29:31.805643,1,
12.5,2022-06-28 11:29:31.805643,2022-06-28 11:30:29.805643,2,
12.5,2022-06-28 11:30:29.805643,2022-06-28 11:31:28.805643,1,
12.5,2022-06-28 11:31:28.805643,2022-06-28 11:32:26.805643,2,
12.5,2022-06-28 11:32:26.805643,2022-06-28 11:33:25.805643,1,
15.5,2022-06-28 11:32:00.366160,2022-06-28 11:32:37.366160,1,
15.5,2022-06-28 11:32:37.366160,2022-06-28 11:33:07.366160,2,
15.5,2022-06-28 11:33:07.366160,2022-06-28 11:33:36.366160,1,
15.5,2022-06-28 11:33:36.366160,2022-06-28 11:34:05.366160,2,
15.5,2022-06-28 11:34:05.366160,2022-06-28 11:34:34.366160,1,
13.5,2022-06-28 11:28:31.103519,2022-06-28 11:30:00.103519,1,
13.5,2022-06-28 11:30:00.103519,2022-06-28 11:31:24.103519,2,
13.5,2022-06-28 11:31:24.103519,2022-06-28 11:32:47.103519,1,
13.5,2022-06-28 11:32:47.103519,2022-06-28 11:34:08.103519,2,
13.5,2022-06-28 11:34:08.103519,2022-06-28 11:35:28.103519,1,
