Task,Start,Finish,Cores,RequestId
-1,2022-03-29 20:47:34.858645,2022-03-29 20:47:34.858653,8,0
0,2022-03-29 20:47:37.342887,2022-03-29 20:49:18.536293,16,0
-1,2022-03-29 20:48:14.304328,2022-03-29 20:48:14.304339,8,1
-1,2022-03-29 20:49:03.559117,2022-03-29 20:49:03.559130,8,2
0.5,2022-03-29 20:47:37.342887,2022-03-29 20:48:04.342887,1,
0.5,2022-03-29 20:48:04.342887,2022-03-29 20:48:24.342887,2,
0.5,2022-03-29 20:48:24.342887,2022-03-29 20:48:42.342887,1,
0.5,2022-03-29 20:48:42.342887,2022-03-29 20:49:00.342887,2,
0.5,2022-03-29 20:49:00.342887,2022-03-29 20:49:18.342887,1,
0.5,2022-03-29 20:49:18.342887,2022-03-29 20:49:43.342887,2,
0.5,2022-03-29 20:49:43.342887,2022-03-29 20:50:01.342887,1,
0.5,2022-03-29 20:50:01.342887,2022-03-29 20:50:19.342887,2,
0.5,2022-03-29 20:50:19.342887,2022-03-29 20:50:37.342887,1,
0.5,2022-03-29 20:50:37.342887,2022-03-29 20:50:55.342887,2,
1,2022-03-29 20:49:31.047256,2022-03-29 20:52:31.307318,8,1
2,2022-03-29 20:49:34.048888,2022-03-29 20:52:13.112360,8,2
-1,2022-03-29 20:49:42.957871,2022-03-29 20:49:42.957891,8,3
-1,2022-03-29 20:50:24.633776,2022-03-29 20:50:24.633795,8,4
-1,2022-03-29 20:50:59.217778,2022-03-29 20:50:59.217798,8,5
-1,2022-03-29 20:51:36.342311,2022-03-29 20:51:36.342334,8,6
-1,2022-03-29 20:52:10.069810,2022-03-29 20:52:10.069831,8,7
2.5,2022-03-29 20:49:34.048888,2022-03-29 20:50:11.048888,1,
2.5,2022-03-29 20:50:11.048888,2022-03-29 20:50:40.048888,2,
2.5,2022-03-29 20:50:40.048888,2022-03-29 20:51:10.048888,1,
2.5,2022-03-29 20:51:10.048888,2022-03-29 20:51:40.048888,2,
2.5,2022-03-29 20:51:40.048888,2022-03-29 20:52:10.048888,1,
2.5,2022-03-29 20:52:10.048888,2022-03-29 20:52:49.048888,2,
2.5,2022-03-29 20:52:49.048888,2022-03-29 20:53:18.048888,1,
2.5,2022-03-29 20:53:18.048888,2022-03-29 20:53:47.048888,2,
2.5,2022-03-29 20:53:47.048888,2022-03-29 20:54:16.048888,1,
2.5,2022-03-29 20:54:16.048888,2022-03-29 20:54:45.048888,2,
3,2022-03-29 20:52:25.667704,2022-03-29 20:56:14.099787,2,3
4,2022-03-29 20:52:28.562259,2022-03-29 20:56:14.099888,2,4
5,2022-03-29 20:52:31.581640,2022-03-29 21:01:49.086837,2,5
6,2022-03-29 20:52:34.570325,2022-03-29 21:02:08.235095,2,6
-1,2022-03-29 20:52:46.189820,2022-03-29 20:52:46.189848,8,8
-3,2022-03-29 20:53:13.000703,2022-03-29 20:53:14.001702,1,1
7,2022-03-29 20:53:16.761768,2022-03-29 20:56:04.085273,8,7
-1,2022-03-29 20:53:30.877849,2022-03-29 20:53:30.877884,8,9
-1,2022-03-29 20:54:03.389784,2022-03-29 20:54:03.389819,8,10
-1,2022-03-29 20:54:43.205783,2022-03-29 20:54:43.205813,8,11
-1,2022-03-29 20:55:20.361793,2022-03-29 20:55:20.361824,8,12
-1,2022-03-29 20:55:55.801797,2022-03-29 20:55:55.801828,8,13
7.5,2022-03-29 20:53:16.761768,2022-03-29 20:54:50.761768,1,
7.5,2022-03-29 20:54:50.761768,2022-03-29 20:56:17.761768,2,
7.5,2022-03-29 20:56:17.761768,2022-03-29 20:57:44.761768,1,
7.5,2022-03-29 20:57:44.761768,2022-03-29 20:59:06.761768,2,
7.5,2022-03-29 20:59:06.761768,2022-03-29 21:00:25.761768,1,
7.5,2022-03-29 21:00:25.761768,2022-03-29 21:01:04.761768,2,
7.5,2022-03-29 21:01:04.761768,2022-03-29 21:01:36.761768,1,
7.5,2022-03-29 21:01:36.761768,2022-03-29 21:02:07.761768,2,
7.5,2022-03-29 21:02:07.761768,2022-03-29 21:02:37.761768,1,
7.5,2022-03-29 21:02:37.761768,2022-03-29 21:03:08.761768,2,
3,2022-03-29 20:56:14.099799,2022-03-29 21:01:58.220489,8,3
4,2022-03-29 20:56:14.099893,2022-03-29 21:01:39.072380,4,4
-1,2022-03-29 20:56:41.538354,2022-03-29 20:56:41.538386,8,14
-1,2022-03-29 20:57:21.091193,2022-03-29 20:57:21.091226,8,15
4.5,2022-03-29 20:56:14.099893,2022-03-29 20:57:41.099893,1,
4.5,2022-03-29 20:57:41.099893,2022-03-29 20:59:03.099893,2,
4.5,2022-03-29 20:59:03.099893,2022-03-29 21:00:25.099893,1,
4.5,2022-03-29 21:00:25.099893,2022-03-29 21:01:46.099893,2,
4.5,2022-03-29 21:01:46.099893,2022-03-29 21:03:07.099893,1,
4.5,2022-03-29 21:03:07.099893,2022-03-29 21:05:43.099893,2,
4.5,2022-03-29 21:05:43.099893,2022-03-29 21:07:41.099893,1,
4.5,2022-03-29 21:07:41.099893,2022-03-29 21:09:13.099893,2,
4.5,2022-03-29 21:09:13.099893,2022-03-29 21:10:43.099893,1,
4.5,2022-03-29 21:10:43.099893,2022-03-29 21:12:14.099893,2,
5,2022-03-29 21:01:49.086854,2022-03-29 21:04:10.091028,6,5
3.5,2022-03-29 20:56:14.099799,2022-03-29 20:58:35.099799,1,
3.5,2022-03-29 20:58:35.099799,2022-03-29 21:00:05.099799,2,
3.5,2022-03-29 21:00:05.099799,2022-03-29 21:01:34.099799,1,
3.5,2022-03-29 21:01:34.099799,2022-03-29 21:03:04.099799,2,
3.5,2022-03-29 21:03:04.099799,2022-03-29 21:04:31.099799,1,
3.5,2022-03-29 21:04:31.099799,2022-03-29 21:07:08.099799,2,
3.5,2022-03-29 21:07:08.099799,2022-03-29 21:09:11.099799,1,
3.5,2022-03-29 21:09:11.099799,2022-03-29 21:10:47.099799,2,
3.5,2022-03-29 21:10:47.099799,2022-03-29 21:12:23.099799,1,
3.5,2022-03-29 21:12:23.099799,2022-03-29 21:13:59.099799,2,
6,2022-03-29 21:02:08.235111,2022-03-29 21:04:17.640297,8,6
8,2022-03-29 21:02:11.034206,2022-03-29 21:04:27.655577,2,8
5.5,2022-03-29 21:01:49.086854,2022-03-29 21:03:17.086854,1,
5.5,2022-03-29 21:03:17.086854,2022-03-29 21:04:42.086854,2,
5.5,2022-03-29 21:04:42.086854,2022-03-29 21:06:04.086854,1,
5.5,2022-03-29 21:06:04.086854,2022-03-29 21:07:26.086854,2,
5.5,2022-03-29 21:07:26.086854,2022-03-29 21:08:47.086854,1,
5.5,2022-03-29 21:08:47.086854,2022-03-29 21:11:26.086854,2,
5.5,2022-03-29 21:11:26.086854,2022-03-29 21:14:10.086854,1,
5.5,2022-03-29 21:14:10.086854,2022-03-29 21:16:44.086854,2,
5.5,2022-03-29 21:16:44.086854,2022-03-29 21:18:48.086854,1,
5.5,2022-03-29 21:18:48.086854,2022-03-29 21:20:22.086854,2,
6.5,2022-03-29 21:02:08.235111,2022-03-29 21:03:40.235111,1,
6.5,2022-03-29 21:03:40.235111,2022-03-29 21:05:07.235111,2,
6.5,2022-03-29 21:05:07.235111,2022-03-29 21:06:34.235111,1,
6.5,2022-03-29 21:06:34.235111,2022-03-29 21:07:56.235111,2,
6.5,2022-03-29 21:07:56.235111,2022-03-29 21:09:16.235111,1,
6.5,2022-03-29 21:09:16.235111,2022-03-29 21:12:00.235111,2,
6.5,2022-03-29 21:12:00.235111,2022-03-29 21:14:38.235111,1,
6.5,2022-03-29 21:14:38.235111,2022-03-29 21:17:10.235111,2,
6.5,2022-03-29 21:17:10.235111,2022-03-29 21:19:21.235111,1,
6.5,2022-03-29 21:19:21.235111,2022-03-29 21:20:55.235111,2,
8,2022-03-29 21:04:27.655586,2022-03-29 21:11:05.557291,8,8
1,2022-03-29 21:04:30.431470,2022-03-29 21:11:15.572754,2,1
9,2022-03-29 21:04:33.430098,2022-03-29 21:11:15.572871,2,9
10,2022-03-29 21:04:36.630849,2022-03-29 21:15:02.586727,2,10
11,2022-03-29 21:04:39.734836,2022-03-29 21:15:19.276176,2,11
8.5,2022-03-29 21:04:27.655586,2022-03-29 21:07:05.655586,1,
8.5,2022-03-29 21:07:05.655586,2022-03-29 21:09:42.655586,2,
8.5,2022-03-29 21:09:42.655586,2022-03-29 21:12:19.655586,1,
8.5,2022-03-29 21:12:19.655586,2022-03-29 21:14:56.655586,2,
8.5,2022-03-29 21:14:56.655586,2022-03-29 21:17:33.655586,1,
8.5,2022-03-29 21:17:33.655586,2022-03-29 21:19:59.655586,2,
8.5,2022-03-29 21:19:59.655586,2022-03-29 21:21:36.655586,1,
8.5,2022-03-29 21:21:36.655586,2022-03-29 21:23:12.655586,2,
8.5,2022-03-29 21:23:12.655586,2022-03-29 21:24:47.655586,1,
8.5,2022-03-29 21:24:47.655586,2022-03-29 21:26:23.655586,2,
1,2022-03-29 21:11:15.572771,2022-03-29 21:15:09.260542,8,1
9,2022-03-29 21:11:15.572876,2022-03-29 21:14:52.573993,4,9
9.5,2022-03-29 21:11:15.572876,2022-03-29 21:13:53.572876,1,
9.5,2022-03-29 21:13:53.572876,2022-03-29 21:16:29.572876,2,
9.5,2022-03-29 21:16:29.572876,2022-03-29 21:19:05.572876,1,
9.5,2022-03-29 21:19:05.572876,2022-03-29 21:21:44.572876,2,
9.5,2022-03-29 21:21:44.572876,2022-03-29 21:24:19.572876,1,
9.5,2022-03-29 21:24:19.572876,2022-03-29 21:26:52.572876,2,
9.5,2022-03-29 21:26:52.572876,2022-03-29 21:29:25.572876,1,
9.5,2022-03-29 21:29:25.572876,2022-03-29 21:31:33.572876,2,
9.5,2022-03-29 21:31:33.572876,2022-03-29 21:33:04.572876,1,
9.5,2022-03-29 21:33:04.572876,2022-03-29 21:34:34.572876,2,
10,2022-03-29 21:15:02.586741,2022-03-29 21:16:35.954991,6,10
1.5,2022-03-29 21:11:15.572771,2022-03-29 21:13:50.572771,1,
1.5,2022-03-29 21:13:50.572771,2022-03-29 21:16:24.572771,2,
1.5,2022-03-29 21:16:24.572771,2022-03-29 21:18:36.572771,1,
