Model,Policy,Tensorflow,Container,Inter_Parallelism_Request,Intra_Parallelism_Request,Inter_Parallelism_Initial,Intra_Parallelism_Initial,Start_Request,Execution_Start,Execution_Finish,Reassigment_1,Reassigment_1_Inter,Reassigment_1_Intra,Reassigment_2,Reassigment_2_Inter,Reassigment_2_Intra,Update_Request_1,Update_Attention_1,Update_Attention_1_Inter,Update_Attention_1_Intra,Pause_Start_1,Pause_Finish_1,Reassigment_Count,Pause_Count,Update_Count,Request_id,Execution_Time,First_Execution_Time,Wait_Time
keras_example_resnet,max_prop,maleable,0,1,7,1,15,2022-04-06 15:20:48.340128,2022-04-06 15:20:51.856809,2022-04-06 15:22:32.813826,,,,,,,,,,,,,0,0,0,0,,,
keras_example_resnet,max_prop,maleable,1,1,7,1,2,2022-04-06 15:21:09.357797,2022-04-06 15:22:45.452654,2022-04-06 15:28:30.256516,2022-04-06 15:23:28.129983,1,3,,,,,,,,,,1,0,0,1,,,
keras_example_resnet,max_prop,maleable,2,1,7,1,2,2022-04-06 15:21:30.377754,2022-04-06 15:22:48.554407,2022-04-06 15:29:38.752044,2022-04-06 15:28:40.270244,1,6,,,,,,,,,,1,0,0,2,,,
keras_example_resnet,max_prop,maleable,3,1,7,1,2,2022-04-06 15:21:51.397747,2022-04-06 15:22:51.654518,2022-04-06 15:29:53.543200,2022-04-06 15:29:48.766779,1,7,,,,,,,,,,1,0,0,3,,,
keras_example_resnet,max_prop,maleable,4,1,7,1,2,2022-04-06 15:22:12.417745,2022-04-06 15:22:54.785988,2022-04-06 15:30:08.495156,2022-04-06 15:29:48.766909,1,4,,,,,,,,,,1,0,0,4,,,
keras_example_resnet,max_prop,maleable,5,1,7,1,2,2022-04-06 15:22:33.437840,2022-04-06 15:22:58.040044,2022-04-06 15:30:16.167624,2022-04-06 15:30:03.553577,1,7,,,,,,,,,,1,0,0,5,,,
keras_example_resnet,max_prop,maleable,6,1,7,1,1,2022-04-06 15:23:28.130139,2022-04-06 15:30:06.476018,2022-04-06 15:43:00.667834,2022-04-06 15:30:26.183529,1,7,,,,,,,,,,1,0,0,6,,,
keras_example_resnet,max_prop,maleable,7,1,7,1,1,2022-04-06 15:23:49.149761,2022-04-06 15:30:28.942251,2022-04-06 15:43:12.321867,2022-04-06 15:43:10.682183,1,7,,,,,,,,,,1,0,0,7,,,
keras_example_resnet,max_prop,maleable,8,1,7,1,1,2022-04-06 15:24:10.171047,2022-04-06 15:30:32.227633,2022-04-06 15:43:19.082363,2022-04-06 15:43:10.682338,1,3,,,,,,,,,,1,0,0,8,,,
keras_example_resnet,max_prop,maleable,9,1,7,1,1,2022-04-06 15:24:31.189737,2022-04-06 15:30:35.439161,2022-04-06 15:43:21.018812,,,,,,,,,,,,,0,0,0,9,,,
