0,0.1,2.9,0.0
30,0.1,2.9,0.0
60,67.1,4.5,100.0
90,70.0,4.5,100.0
120,68.0,4.6,100.0
150,12.9,3.5,100.0
180,68.6,7.5,100.0
210,68.7,7.6,100.0
240,68.6,7.6,100.0
270,68.3,7.4,100.0
300,69.6,7.8,100.0
330,69.1,7.9,100.0
360,68.5,7.8,100.0
390,53.2,6.5,100.0
420,33.0,6.5,100.0
450,31.4,10.4,100.0
480,31.5,10.3,100.0
510,31.5,10.7,100.0
540,31.4,11.0,100.0
570,31.5,11.2,100.0
600,31.4,10.8,100.0
630,31.6,11.5,100.0
660,31.5,11.4,100.0
690,31.6,10.7,100.0
720,31.5,10.9,100.0
750,31.3,11.0,100.0
780,31.3,11.6,100.0
810,31.3,11.4,100.0
840,31.3,11.9,100.0
870,31.3,12.1,100.0
900,31.3,11.9,100.0
930,31.5,12.1,100.0
960,31.4,11.9,100.0
990,31.4,11.8,100.0
1020,31.3,11.5,100.0
1050,31.4,11.7,100.0
1080,31.3,11.5,100.0
1110,25.0,10.2,50.0
1140,18.8,8.5,100.0
1170,7.6,3.0,100.0
1200,50.1,12.7,100.0
1230,50.3,15.1,100.0
1260,50.3,14.9,100.0
1290,50.3,15.1,100.0
1320,50.2,15.2,100.0
1350,50.9,15.3,100.0
1380,50.1,15.3,100.0
1410,50.2,15.3,100.0
1440,50.2,15.3,100.0
1470,50.1,15.3,100.0
1500,50.2,15.5,100.0
1530,50.1,15.8,100.0
1560,50.0,16.9,100.0
1590,50.0,17.6,100.0
1620,50.1,17.1,100.0
1650,50.1,17.6,100.0
1680,50.0,17.9,100.0
1710,50.2,17.7,100.0
1740,50.3,17.9,100.0
1770,50.2,17.9,100.0
1800,50.4,16.7,100.0
1830,50.2,17.3,100.0
1860,50.3,18.2,100.0
1890,50.1,18.1,100.0
1920,50.1,18.6,100.0
1950,0.0,2.9,12.5
1980,50.0,11.5,100.0
2010,50.2,14.7,100.0
2040,50.3,15.2,100.0
